cuda:0
bitflip_projchi
privacy level = 0.5
tensor([0.2100, 0.2900, 0.2100, 0.2900])
tensor([0.2900, 0.2100, 0.2900, 0.2100])


#########################################
sample size = 2000
tensor(10.1048, device='cuda:0')
tensor(1.8916, device='cuda:0')
pval: 0.5950000286102295 -- 153th test, time elapsed 3.6836748123168945 -- emperical power so far: 0.2549019607843137
tensor(9.8160, device='cuda:0')
pval: 0.02200000174343586 -- 154th test, time elapsed 3.6501684188842773 -- emperical power so far: 0.2597402597402597
tensor(7.7793, device='cuda:0')
pval: 0.05100000277161598 -- 155th test, time elapsed 3.661533832550049 -- emperical power so far: 0.25806451612903225
tensor(5.7477, device='cuda:0')
pval: 0.1210000067949295 -- 156th test, time elapsed 3.624971628189087 -- emperical power so far: 0.2564102564102564
tensor(4.0764, device='cuda:0')
pval: 0.2550000250339508 -- 157th test, time elapsed 3.6432595252990723 -- emperical power so far: 0.25477707006369427
tensor(2.7397, device='cuda:0')
pval: 0.4360000193119049 -- 158th test, time elapsed 3.662018299102783 -- emperical power so far: 0.25316455696202533
tensor(14.5510, device='cuda:0')
pval: 0.0020000000949949026 -- 159th test, time elapsed 3.672243356704712 -- emperical power so far: 0.2578616352201258
tensor(4.0974, device='cuda:0')
pval: 0.2590000033378601 -- 160th test, time elapsed 3.731078863143921 -- emperical power so far: 0.25625
tensor(2.9274, device='cuda:0')
pval: 0.41700002551078796 -- 161th test, time elapsed 3.7067911624908447 -- emperical power so far: 0.2546583850931677
tensor(3.5563, device='cuda:0')
pval: 0.3150000274181366 -- 162th test, time elapsed 3.7515997886657715 -- emperical power so far: 0.25308641975308643
tensor(6.0262, device='cuda:0')
pval: 0.12600000202655792 -- 163th test, time elapsed 3.789069890975952 -- emperical power so far: 0.25153374233128833
tensor(0.7678, device='cuda:0')
pval: 0.8420000672340393 -- 164th test, time elapsed 3.695786714553833 -- emperical power so far: 0.25
tensor(12.1500, device='cuda:0')
pval: 0.00800000037997961 -- 165th test, time elapsed 3.7238247394561768 -- emperical power so far: 0.2545454545454545
tensor(6.2251, device='cuda:0')
pval: 0.09300000220537186 -- 166th test, time elapsed 3.8069889545440674 -- emperical power so far: 0.25301204819277107
tensor(5.1208, device='cuda:0')
pval: 0.1600000113248825 -- 167th test, time elapsed 3.726860761642456 -- emperical power so far: 0.25149700598802394
tensor(6.8082, device='cuda:0')
pval: 0.06800000369548798 -- 168th test, time elapsed 3.6964261531829834 -- emperical power so far: 0.25
tensor(4.4069, device='cuda:0')
pval: 0.23100000619888306 -- 169th test, time elapsed 3.6831765174865723 -- emperical power so far: 0.2485207100591716
tensor(7.9803, device='cuda:0')
pval: 0.04500000178813934 -- 170th test, time elapsed 3.694173812866211 -- emperical power so far: 0.2529411764705882
tensor(6.1261, device='cuda:0')
pval: 0.11700000613927841 -- 171th test, time elapsed 3.7244184017181396 -- emperical power so far: 0.25146198830409355
tensor(15.2783, device='cuda:0')
pval: 0.0020000000949949026 -- 172th test, time elapsed 3.7402236461639404 -- emperical power so far: 0.2558139534883721
tensor(4.0762, device='cuda:0')
pval: 0.2630000114440918 -- 173th test, time elapsed 3.763522148132324 -- emperical power so far: 0.2543352601156069
tensor(4.8853, device='cuda:0')
pval: 0.17900000512599945 -- 174th test, time elapsed 3.7403903007507324 -- emperical power so far: 0.25287356321839083
tensor(5.1629, device='cuda:0')
pval: 0.15800000727176666 -- 175th test, time elapsed 3.6708192825317383 -- emperical power so far: 0.25142857142857145
tensor(3.2349, device='cuda:0')
pval: 0.33000001311302185 -- 176th test, time elapsed 3.7599704265594482 -- emperical power so far: 0.25
tensor(2.1415, device='cuda:0')
pval: 0.527999997138977 -- 177th test, time elapsed 3.8020694255828857 -- emperical power so far: 0.24858757062146894
tensor(17.7374, device='cuda:0')
pval: 0.0010000000474974513 -- 178th test, time elapsed 3.6800694465637207 -- emperical power so far: 0.25280898876404495
tensor(16.2305, device='cuda:0')
pval: 0.0020000000949949026 -- 179th test, time elapsed 3.703608751296997 -- emperical power so far: 0.2569832402234637
tensor(12.7563, device='cuda:0')
pval: 0.006000000052154064 -- 180th test, time elapsed 3.8093924522399902 -- emperical power so far: 0.2611111111111111
tensor(5.4457, device='cuda:0')
pval: 0.13700000941753387 -- 181th test, time elapsed 3.6964824199676514 -- emperical power so far: 0.2596685082872928
tensor(1.0857, device='cuda:0')
pval: 0.7890000343322754 -- 182th test, time elapsed 3.7195372581481934 -- emperical power so far: 0.25824175824175827
tensor(8.5407, device='cuda:0')
pval: 0.04000000283122063 -- 183th test, time elapsed 3.8056371212005615 -- emperical power so far: 0.26229508196721313
tensor(12.8956, device='cuda:0')
pval: 0.004000000189989805 -- 184th test, time elapsed 3.668989658355713 -- emperical power so far: 0.266304347826087
tensor(4.0674, device='cuda:0')
pval: 0.2630000114440918 -- 185th test, time elapsed 3.7132372856140137 -- emperical power so far: 0.2648648648648649
tensor(0.6782, device='cuda:0')
pval: 0.8670000433921814 -- 186th test, time elapsed 3.743847370147705 -- emperical power so far: 0.26344086021505375
tensor(7.6495, device='cuda:0')
pval: 0.05300000309944153 -- 187th test, time elapsed 3.7225418090820312 -- emperical power so far: 0.2620320855614973
tensor(7.7870, device='cuda:0')
pval: 0.046000003814697266 -- 188th test, time elapsed 3.7772772312164307 -- emperical power so far: 0.26595744680851063
tensor(8.7844, device='cuda:0')
pval: 0.03400000184774399 -- 189th test, time elapsed 3.7816901206970215 -- emperical power so far: 0.2698412698412698
tensor(8.9631, device='cuda:0')
pval: 0.04500000178813934 -- 190th test, time elapsed 3.680309772491455 -- emperical power so far: 0.2736842105263158
tensor(7.5945, device='cuda:0')
pval: 0.05300000309944153 -- 191th test, time elapsed 3.752227306365967 -- emperical power so far: 0.27225130890052357
tensor(9.0506, device='cuda:0')
pval: 0.02800000086426735 -- 192th test, time elapsed 3.660985231399536 -- emperical power so far: 0.2760416666666667
tensor(0.8639, device='cuda:0')
pval: 0.8420000672340393 -- 193th test, time elapsed 3.7829644680023193 -- emperical power so far: 0.27461139896373055
tensor(1.2830, device='cuda:0')
pval: 0.753000020980835 -- 194th test, time elapsed 3.7097630500793457 -- emperical power so far: 0.27319587628865977
tensor(6.6236, device='cuda:0')
pval: 0.0820000022649765 -- 195th test, time elapsed 3.696908473968506 -- emperical power so far: 0.2717948717948718
tensor(3.6621, device='cuda:0')
pval: 0.32500001788139343 -- 196th test, time elapsed 3.7385246753692627 -- emperical power so far: 0.27040816326530615
tensor(2.6097, device='cuda:0')
pval: 0.47600001096725464 -- 197th test, time elapsed 3.7653253078460693 -- emperical power so far: 0.26903553299492383
tensor(6.0800, device='cuda:0')
pval: 0.10500000417232513 -- 198th test, time elapsed 3.669785737991333 -- emperical power so far: 0.2676767676767677
tensor(6.9726, device='cuda:0')
pval: 0.06800000369548798 -- 199th test, time elapsed 3.734353542327881 -- emperical power so far: 0.2663316582914573
tensor(1.6737, device='cuda:0')
pval: 0.6440000534057617 -- 200th test, time elapsed 3.800314426422119 -- emperical power so far: 0.265
736.4045066833496


#########################################
sample size = 6000
tensor(12.8316, device='cuda:0')
pval: 0.007000000216066837 -- 1th test, time elapsed 4.015125274658203 -- emperical power so far: 1.0
tensor(2.4405, device='cuda:0')
pval: 0.5 -- 2th test, time elapsed 3.9820377826690674 -- emperical power so far: 0.5
tensor(7.1370, device='cuda:0')
pval: 0.08300000429153442 -- 3th test, time elapsed 3.9848978519439697 -- emperical power so far: 0.3333333333333333
tensor(6.1057, device='cuda:0')
pval: 0.10400000214576721 -- 4th test, time elapsed 4.070497512817383 -- emperical power so far: 0.25
tensor(8.6782, device='cuda:0')
pval: 0.02800000086426735 -- 5th test, time elapsed 3.9692742824554443 -- emperical power so far: 0.4
tensor(7.2680, device='cuda:0')
pval: 0.08400000631809235 -- 6th test, time elapsed 4.010887384414673 -- emperical power so far: 0.3333333333333333
tensor(10.2245, device='cuda:0')
pval: 0.015000000596046448 -- 7th test, time elapsed 4.002210378646851 -- emperical power so far: 0.42857142857142855
tensor(6.3386, device='cuda:0')
pval: 0.10500000417232513 -- 8th test, time elapsed 3.9620563983917236 -- emperical power so far: 0.375
tensor(2.3924, device='cuda:0')
pval: 0.5100000500679016 -- 9th test, time elapsed 4.017683982849121 -- emperical power so far: 0.3333333333333333
tensor(5.3391, device='cuda:0')
pval: 0.14400000870227814 -- 10th test, time elapsed 3.9824061393737793 -- emperical power so far: 0.3
tensor(2.6347, device='cuda:0')
pval: 0.445000022649765 -- 11th test, time elapsed 3.968808889389038 -- emperical power so far: 0.2727272727272727
tensor(15.1335, device='cuda:0')
pval: 0.0020000000949949026 -- 12th test, time elapsed 3.974510908126831 -- emperical power so far: 0.3333333333333333
tensor(3.9425, device='cuda:0')
pval: 0.2880000174045563 -- 13th test, time elapsed 3.9998555183410645 -- emperical power so far: 0.3076923076923077
tensor(5.7635, device='cuda:0')
pval: 0.12000000476837158 -- 14th test, time elapsed 3.9643821716308594 -- emperical power so far: 0.2857142857142857
tensor(17.5805, device='cuda:0')
pval: 0.0010000000474974513 -- 15th test, time elapsed 3.9942948818206787 -- emperical power so far: 0.3333333333333333
tensor(12.8357, device='cuda:0')
pval: 0.007000000216066837 -- 16th test, time elapsed 3.981820821762085 -- emperical power so far: 0.375
tensor(5.1376, device='cuda:0')
pval: 0.17100000381469727 -- 17th test, time elapsed 4.058011531829834 -- emperical power so far: 0.35294117647058826
tensor(8.5564, device='cuda:0')
pval: 0.04200000315904617 -- 18th test, time elapsed 3.9527218341827393 -- emperical power so far: 0.3888888888888889
tensor(32.0755, device='cuda:0')
pval: 0.0010000000474974513 -- 19th test, time elapsed 3.9681308269500732 -- emperical power so far: 0.42105263157894735
tensor(13.3609, device='cuda:0')
pval: 0.006000000052154064 -- 20th test, time elapsed 4.031465530395508 -- emperical power so far: 0.45
tensor(5.8125, device='cuda:0')
pval: 0.11900000274181366 -- 21th test, time elapsed 4.019373416900635 -- emperical power so far: 0.42857142857142855
tensor(2.8336, device='cuda:0')
pval: 0.42900002002716064 -- 22th test, time elapsed 3.9470298290252686 -- emperical power so far: 0.4090909090909091
tensor(14.7653, device='cuda:0')
pval: 0.0020000000949949026 -- 23th test, time elapsed 3.993419647216797 -- emperical power so far: 0.43478260869565216
tensor(5.7469, device='cuda:0')
pval: 0.12600000202655792 -- 24th test, time elapsed 4.099538803100586 -- emperical power so far: 0.4166666666666667
tensor(3.6198, device='cuda:0')
pval: 0.3140000104904175 -- 25th test, time elapsed 3.988917350769043 -- emperical power so far: 0.4
tensor(2.6421, device='cuda:0')
pval: 0.4520000219345093 -- 26th test, time elapsed 3.987920045852661 -- emperical power so far: 0.38461538461538464
tensor(7.0439, device='cuda:0')
pval: 0.07200000435113907 -- 27th test, time elapsed 3.962594509124756 -- emperical power so far: 0.37037037037037035
tensor(9.2203, device='cuda:0')
pval: 0.02500000037252903 -- 28th test, time elapsed 3.961575508117676 -- emperical power so far: 0.39285714285714285
tensor(6.6090, device='cuda:0')
pval: 0.08300000429153442 -- 29th test, time elapsed 3.972135543823242 -- emperical power so far: 0.3793103448275862
tensor(2.7796, device='cuda:0')
pval: 0.4280000329017639 -- 30th test, time elapsed 3.9678683280944824 -- emperical power so far: 0.36666666666666664
tensor(5.9484, device='cuda:0')
pval: 0.13700000941753387 -- 31th test, time elapsed 3.974231481552124 -- emperical power so far: 0.3548387096774194
tensor(11.4367, device='cuda:0')
pval: 0.015000000596046448 -- 32th test, time elapsed 3.99212646484375 -- emperical power so far: 0.375
tensor(8.7794, device='cuda:0')
pval: 0.03200000151991844 -- 33th test, time elapsed 4.002103567123413 -- emperical power so far: 0.3939393939393939
tensor(7.5982, device='cuda:0')
pval: 0.06100000441074371 -- 34th test, time elapsed 3.997446060180664 -- emperical power so far: 0.38235294117647056
tensor(17.3312, device='cuda:0')
pval: 0.0010000000474974513 -- 35th test, time elapsed 3.963240146636963 -- emperical power so far: 0.4
tensor(16.5896, device='cuda:0')
pval: 0.003000000026077032 -- 36th test, time elapsed 3.938842296600342 -- emperical power so far: 0.4166666666666667
tensor(4.5486, device='cuda:0')
pval: 0.1900000125169754 -- 37th test, time elapsed 3.9639394283294678 -- emperical power so far: 0.40540540540540543
tensor(5.4744, device='cuda:0')
pval: 0.14900000393390656 -- 38th test, time elapsed 4.0422279834747314 -- emperical power so far: 0.39473684210526316
tensor(8.9136, device='cuda:0')
pval: 0.03100000135600567 -- 39th test, time elapsed 4.028721332550049 -- emperical power so far: 0.41025641025641024
tensor(2.0856, device='cuda:0')
pval: 0.5730000138282776 -- 40th test, time elapsed 3.98498272895813 -- emperical power so far: 0.4
tensor(3.6974, device='cuda:0')
pval: 0.30400002002716064 -- 41th test, time elapsed 3.9892055988311768 -- emperical power so far: 0.3902439024390244
tensor(4.1115, device='cuda:0')
pval: 0.2600000202655792 -- 42th test, time elapsed 4.068824768066406 -- emperical power so far: 0.38095238095238093
tensor(10.5608, device='cuda:0')
pval: 0.017000000923871994 -- 43th test, time elapsed 4.005541086196899 -- emperical power so far: 0.3953488372093023
tensor(5.1914, device='cuda:0')
pval: 0.16200000047683716 -- 44th test, time elapsed 3.9947245121002197 -- emperical power so far: 0.38636363636363635
tensor(10.1572, device='cuda:0')
pval: 0.01900000125169754 -- 45th test, time elapsed 4.00935435295105 -- emperical power so far: 0.4
tensor(8.0530, device='cuda:0')
pval: 0.05300000309944153 -- 46th test, time elapsed 3.983933448791504 -- emperical power so far: 0.391304347826087
tensor(7.6811, device='cuda:0')
pval: 0.04500000178813934 -- 47th test, time elapsed 3.9795496463775635 -- emperical power so far: 0.40425531914893614
tensor(13.1635, device='cuda:0')
pval: 0.007000000216066837 -- 48th test, time elapsed 4.0181779861450195 -- emperical power so far: 0.4166666666666667
tensor(4.8611, device='cuda:0')
pval: 0.17800000309944153 -- 49th test, time elapsed 4.001953363418579 -- emperical power so far: 0.40816326530612246
tensor(1.2565, device='cuda:0')
pval: 0.7440000176429749 -- 50th test, time elapsed 4.018557548522949 -- emperical power so far: 0.4
tensor(6.6409, device='cuda:0')
pval: 0.09100000560283661 -- 51th test, time elapsed 4.05745792388916 -- emperical power so far: 0.39215686274509803
tensor(2.6869, device='cuda:0')
pval: 0.4310000240802765 -- 52th test, time elapsed 3.984180212020874 -- emperical power so far: 0.38461538461538464
tensor(14.2435, device='cuda:0')
pval: 0.0020000000949949026 -- 53th test, time elapsed 3.976083755493164 -- emperical power so far: 0.39622641509433965
tensor(15.3249, device='cuda:0')
pval: 0.0020000000949949026 -- 54th test, time elapsed 3.922390937805176 -- emperical power so far: 0.4074074074074074
tensor(6.2119, device='cuda:0')
pval: 0.09200000762939453 -- 55th test, time elapsed 3.8260750770568848 -- emperical power so far: 0.4
tensor(16.1164, device='cuda:0')
pval: 0.0010000000474974513 -- 56th test, time elapsed 3.840610980987549 -- emperical power so far: 0.4107142857142857
tensor(9.5770, device='cuda:0')
pval: 0.020000001415610313 -- 57th test, time elapsed 3.8443260192871094 -- emperical power so far: 0.42105263157894735
tensor(6.0411, device='cuda:0')
pval: 0.10700000822544098 -- 58th test, time elapsed 3.8211510181427 -- emperical power so far: 0.41379310344827586
tensor(7.4810, device='cuda:0')
pval: 0.06000000238418579 -- 59th test, time elapsed 3.9488308429718018 -- emperical power so far: 0.4067796610169492
tensor(12.5237, device='cuda:0')
pval: 0.007000000216066837 -- 60th test, time elapsed 3.9721789360046387 -- emperical power so far: 0.4166666666666667
tensor(9.7693, device='cuda:0')
pval: 0.03500000014901161 -- 61th test, time elapsed 3.97009015083313 -- emperical power so far: 0.4262295081967213
tensor(6.1201, device='cuda:0')
pval: 0.10700000822544098 -- 62th test, time elapsed 3.849790573120117 -- emperical power so far: 0.41935483870967744
tensor(6.5767, device='cuda:0')
pval: 0.06200000271201134 -- 63th test, time elapsed 3.8333234786987305 -- emperical power so far: 0.4126984126984127
tensor(9.0116, device='cuda:0')
pval: 0.03400000184774399 -- 64th test, time elapsed 3.8099281787872314 -- emperical power so far: 0.421875
tensor(0.6780, device='cuda:0')
pval: 0.8860000371932983 -- 65th test, time elapsed 3.876206159591675 -- emperical power so far: 0.4153846153846154
tensor(12.7837, device='cuda:0')
pval: 0.005000000353902578 -- 66th test, time elapsed 4.008282661437988 -- emperical power so far: 0.42424242424242425
tensor(19.1501, device='cuda:0')
pval: 0.0010000000474974513 -- 67th test, time elapsed 4.0207436084747314 -- emperical power so far: 0.43283582089552236
tensor(5.7367, device='cuda:0')
pval: 0.1210000067949295 -- 68th test, time elapsed 3.8532326221466064 -- emperical power so far: 0.4264705882352941
tensor(6.4437, device='cuda:0')
pval: 0.08900000154972076 -- 69th test, time elapsed 3.915482759475708 -- emperical power so far: 0.42028985507246375
tensor(3.4407, device='cuda:0')
pval: 0.31700000166893005 -- 70th test, time elapsed 3.8558332920074463 -- emperical power so far: 0.4142857142857143
tensor(14.4160, device='cuda:0')
pval: 0.0010000000474974513 -- 71th test, time elapsed 3.8453776836395264 -- emperical power so far: 0.4225352112676056
tensor(6.7234, device='cuda:0')
pval: 0.09100000560283661 -- 72th test, time elapsed 3.8339784145355225 -- emperical power so far: 0.4166666666666667
tensor(13.1501, device='cuda:0')
pval: 0.004000000189989805 -- 73th test, time elapsed 3.8349721431732178 -- emperical power so far: 0.4246575342465753
tensor(5.9213, device='cuda:0')
pval: 0.10200000554323196 -- 74th test, time elapsed 3.83027720451355 -- emperical power so far: 0.4189189189189189
tensor(11.1148, device='cuda:0')
pval: 0.007000000216066837 -- 75th test, time elapsed 3.874382734298706 -- emperical power so far: 0.4266666666666667
tensor(14.4156, device='cuda:0')
pval: 0.003000000026077032 -- 76th test, time elapsed 3.8239145278930664 -- emperical power so far: 0.4342105263157895
tensor(15.6903, device='cuda:0')
pval: 0.0010000000474974513 -- 77th test, time elapsed 3.82039213180542 -- emperical power so far: 0.44155844155844154
tensor(9.0881, device='cuda:0')
pval: 0.029000001028180122 -- 78th test, time elapsed 3.804508686065674 -- emperical power so far: 0.44871794871794873
tensor(10.3469, device='cuda:0')
pval: 0.021000001579523087 -- 79th test, time elapsed 3.8290393352508545 -- emperical power so far: 0.45569620253164556
tensor(3.8516, device='cuda:0')
pval: 0.2760000228881836 -- 80th test, time elapsed 3.838440179824829 -- emperical power so far: 0.45
tensor(9.9024, device='cuda:0')
pval: 0.017000000923871994 -- 81th test, time elapsed 3.8230984210968018 -- emperical power so far: 0.4567901234567901
tensor(12.4138, device='cuda:0')
pval: 0.007000000216066837 -- 82th test, time elapsed 3.860564947128296 -- emperical power so far: 0.4634146341463415
tensor(3.8027, device='cuda:0')
pval: 0.3020000159740448 -- 83th test, time elapsed 3.829603433609009 -- emperical power so far: 0.4578313253012048
tensor(19.4888, device='cuda:0')
pval: 0.0020000000949949026 -- 84th test, time elapsed 3.7974753379821777 -- emperical power so far: 0.4642857142857143
tensor(4.7011, device='cuda:0')
pval: 0.20000000298023224 -- 85th test, time elapsed 3.8979103565216064 -- emperical power so far: 0.4588235294117647
tensor(6.8350, device='cuda:0')
pval: 0.07300000637769699 -- 86th test, time elapsed 3.892241954803467 -- emperical power so far: 0.45348837209302323
tensor(10.2567, device='cuda:0')
pval: 0.02200000174343586 -- 87th test, time elapsed 3.8381083011627197 -- emperical power so far: 0.45977011494252873
tensor(6.2447, device='cuda:0')
pval: 0.1080000028014183 -- 88th test, time elapsed 3.8304684162139893 -- emperical power so far: 0.45454545454545453
tensor(5.5614, device='cuda:0')
pval: 0.1420000046491623 -- 89th test, time elapsed 3.8228607177734375 -- emperical power so far: 0.449438202247191
tensor(1.9537, device='cuda:0')
pval: 0.5750000476837158 -- 90th test, time elapsed 3.8442461490631104 -- emperical power so far: 0.4444444444444444
tensor(7.5867, device='cuda:0')
pval: 0.07000000029802322 -- 91th test, time elapsed 3.814194679260254 -- emperical power so far: 0.43956043956043955
tensor(15.5110, device='cuda:0')
pval: 0.004000000189989805 -- 92th test, time elapsed 3.8400747776031494 -- emperical power so far: 0.44565217391304346
tensor(10.1959, device='cuda:0')
pval: 0.02800000086426735 -- 93th test, time elapsed 3.8408567905426025 -- emperical power so far: 0.45161290322580644
tensor(1.6772, device='cuda:0')
pval: 0.6620000600814819 -- 94th test, time elapsed 3.8359265327453613 -- emperical power so far: 0.44680851063829785
tensor(1.0015, device='cuda:0')
pval: 0.7900000214576721 -- 95th test, time elapsed 3.8442628383636475 -- emperical power so far: 0.4421052631578947
tensor(14.3801, device='cuda:0')
pval: 0.0020000000949949026 -- 96th test, time elapsed 3.868647336959839 -- emperical power so far: 0.4479166666666667
tensor(7.3159, device='cuda:0')
pval: 0.06599999964237213 -- 97th test, time elapsed 3.867183208465576 -- emperical power so far: 0.44329896907216493
tensor(0.7943, device='cuda:0')
pval: 0.8560000658035278 -- 98th test, time elapsed 3.8560431003570557 -- emperical power so far: 0.4387755102040816
tensor(2.4167, device='cuda:0')
pval: 0.5049999952316284 -- 99th test, time elapsed 3.864798069000244 -- emperical power so far: 0.43434343434343436
tensor(0.4823, device='cuda:0')
pval: 0.9180000424385071 -- 100th test, time elapsed 3.799652099609375 -- emperical power so far: 0.43
tensor(17.4206, device='cuda:0')
pval: 0.0010000000474974513 -- 101th test, time elapsed 3.8552353382110596 -- emperical power so far: 0.43564356435643564
tensor(8.4785, device='cuda:0')
pval: 0.03500000014901161 -- 102th test, time elapsed 3.848412275314331 -- emperical power so far: 0.4411764705882353
tensor(5.7944, device='cuda:0')
pval: 0.11600000411272049 -- 103th test, time elapsed 3.9796864986419678 -- emperical power so far: 0.4368932038834951
tensor(2.6090, device='cuda:0')
pval: 0.46700000762939453 -- 104th test, time elapsed 4.015353679656982 -- emperical power so far: 0.4326923076923077
tensor(3.0693, device='cuda:0')
pval: 0.3970000147819519 -- 105th test, time elapsed 4.018619060516357 -- emperical power so far: 0.42857142857142855
tensor(6.5389, device='cuda:0')
pval: 0.09800000488758087 -- 106th test, time elapsed 3.9781405925750732 -- emperical power so far: 0.42452830188679247
tensor(11.9834, device='cuda:0')
pval: 0.007000000216066837 -- 107th test, time elapsed 3.9396703243255615 -- emperical power so far: 0.42990654205607476
tensor(11.5290, device='cuda:0')
pval: 0.007000000216066837 -- 108th test, time elapsed 3.8255159854888916 -- emperical power so far: 0.4351851851851852
tensor(8.9477, device='cuda:0')
pval: 0.03400000184774399 -- 109th test, time elapsed 3.7936851978302 -- emperical power so far: 0.44036697247706424
tensor(8.3359, device='cuda:0')
pval: 0.04700000211596489 -- 110th test, time elapsed 3.786398410797119 -- emperical power so far: 0.44545454545454544
tensor(11.8819, device='cuda:0')
pval: 0.00800000037997961 -- 111th test, time elapsed 3.8705368041992188 -- emperical power so far: 0.45045045045045046
tensor(8.2652, device='cuda:0')
pval: 0.04800000041723251 -- 112th test, time elapsed 3.9796876907348633 -- emperical power so far: 0.45535714285714285
tensor(5.6240, device='cuda:0')
pval: 0.11800000816583633 -- 113th test, time elapsed 3.9561774730682373 -- emperical power so far: 0.45132743362831856
tensor(9.8970, device='cuda:0')
pval: 0.020000001415610313 -- 114th test, time elapsed 4.0607218742370605 -- emperical power so far: 0.45614035087719296
tensor(14.3762, device='cuda:0')
pval: 0.0020000000949949026 -- 115th test, time elapsed 4.03051233291626 -- emperical power so far: 0.4608695652173913
tensor(5.1978, device='cuda:0')
pval: 0.16900001466274261 -- 116th test, time elapsed 4.112070083618164 -- emperical power so far: 0.45689655172413796
tensor(4.1251, device='cuda:0')
pval: 0.2630000114440918 -- 117th test, time elapsed 3.9814705848693848 -- emperical power so far: 0.452991452991453
tensor(5.7182, device='cuda:0')
pval: 0.13100001215934753 -- 118th test, time elapsed 4.013458967208862 -- emperical power so far: 0.4491525423728814
tensor(17.0342, device='cuda:0')
pval: 0.003000000026077032 -- 119th test, time elapsed 3.998542547225952 -- emperical power so far: 0.453781512605042
tensor(7.9289, device='cuda:0')
pval: 0.05000000074505806 -- 120th test, time elapsed 3.9634931087493896 -- emperical power so far: 0.45
tensor(5.3685, device='cuda:0')
pval: 0.14900000393390656 -- 121th test, time elapsed 3.9824957847595215 -- emperical power so far: 0.4462809917355372
tensor(10.3455, device='cuda:0')
pval: 0.015000000596046448 -- 122th test, time elapsed 4.0006303787231445 -- emperical power so far: 0.45081967213114754
tensor(12.9735, device='cuda:0')
pval: 0.006000000052154064 -- 123th test, time elapsed 4.030298233032227 -- emperical power so far: 0.45528455284552843
tensor(5.5709, device='cuda:0')
pval: 0.1210000067949295 -- 124th test, time elapsed 4.0572710037231445 -- emperical power so far: 0.45161290322580644
tensor(15.3026, device='cuda:0')
pval: 0.003000000026077032 -- 125th test, time elapsed 4.10026741027832 -- emperical power so far: 0.456
tensor(8.2582, device='cuda:0')
pval: 0.04800000041723251 -- 126th test, time elapsed 3.881653308868408 -- emperical power so far: 0.4603174603174603
tensor(6.0558, device='cuda:0')
pval: 0.1120000034570694 -- 127th test, time elapsed 3.8383736610412598 -- emperical power so far: 0.4566929133858268
tensor(10.7065, device='cuda:0')
pval: 0.023000001907348633 -- 128th test, time elapsed 3.877237319946289 -- emperical power so far: 0.4609375
tensor(6.1323, device='cuda:0')
pval: 0.1120000034570694 -- 129th test, time elapsed 3.807415723800659 -- emperical power so far: 0.4573643410852713
tensor(9.4532, device='cuda:0')
pval: 0.023000001907348633 -- 130th test, time elapsed 3.7987780570983887 -- emperical power so far: 0.46153846153846156
tensor(10.4932, device='cuda:0')
pval: 0.014000000432133675 -- 131th test, time elapsed 3.9335620403289795 -- emperical power so far: 0.46564885496183206
tensor(1.0817, device='cuda:0')
pval: 0.8030000329017639 -- 132th test, time elapsed 3.842742919921875 -- emperical power so far: 0.4621212121212121
tensor(6.8816, device='cuda:0')
pval: 0.09300000220537186 -- 133th test, time elapsed 3.944286823272705 -- emperical power so far: 0.45864661654135336
tensor(9.3500, device='cuda:0')
pval: 0.020000001415610313 -- 134th test, time elapsed 4.042751789093018 -- emperical power so far: 0.4626865671641791
tensor(22.4996, device='cuda:0')
pval: 0.0010000000474974513 -- 135th test, time elapsed 3.984621286392212 -- emperical power so far: 0.4666666666666667
tensor(3.7454, device='cuda:0')
pval: 0.29100000858306885 -- 136th test, time elapsed 3.9809114933013916 -- emperical power so far: 0.4632352941176471
tensor(7.7218, device='cuda:0')
pval: 0.05400000140070915 -- 137th test, time elapsed 4.045510292053223 -- emperical power so far: 0.45985401459854014
tensor(7.0934, device='cuda:0')
pval: 0.07300000637769699 -- 138th test, time elapsed 4.011990070343018 -- emperical power so far: 0.45652173913043476
tensor(10.1866, device='cuda:0')
pval: 0.02500000037252903 -- 139th test, time elapsed 3.9839134216308594 -- emperical power so far: 0.460431654676259
tensor(8.1131, device='cuda:0')
pval: 0.04400000348687172 -- 140th test, time elapsed 3.9936344623565674 -- emperical power so far: 0.4642857142857143
tensor(5.1161, device='cuda:0')
pval: 0.1680000126361847 -- 141th test, time elapsed 4.063910961151123 -- emperical power so far: 0.46099290780141844
tensor(10.1934, device='cuda:0')
pval: 0.018000001087784767 -- 142th test, time elapsed 3.981168270111084 -- emperical power so far: 0.4647887323943662
tensor(12.4733, device='cuda:0')
pval: 0.009000000543892384 -- 143th test, time elapsed 3.9716198444366455 -- emperical power so far: 0.46853146853146854
tensor(12.0583, device='cuda:0')
pval: 0.013000000268220901 -- 144th test, time elapsed 4.086355924606323 -- emperical power so far: 0.4722222222222222
tensor(9.2367, device='cuda:0')
pval: 0.03100000135600567 -- 145th test, time elapsed 4.078971862792969 -- emperical power so far: 0.47586206896551725
tensor(5.5687, device='cuda:0')
pval: 0.1300000101327896 -- 146th test, time elapsed 4.075876951217651 -- emperical power so far: 0.4726027397260274
tensor(5.6165, device='cuda:0')
pval: 0.13700000941753387 -- 147th test, time elapsed 3.964918851852417 -- emperical power so far: 0.46938775510204084
tensor(2.9525, device='cuda:0')
