cuda:0
bitflip_projchi
privacy level = 1.0
tensor([0.2100, 0.2900, 0.2100, 0.2900])
tensor([0.2900, 0.2100, 0.2900, 0.2100])


#########################################
sample size = 2000
tensor(23.5895, device='cuda:0')
tensor(16.6833, device='cuda:0')
pval: 0.0020000000949949026 -- 147th test, time elapsed 3.667604684829712 -- emperical power so far: 0.8095238095238095
tensor(5.8014, device='cuda:0')
pval: 0.12600000202655792 -- 148th test, time elapsed 3.677614688873291 -- emperical power so far: 0.8040540540540541
tensor(14.7945, device='cuda:0')
pval: 0.0020000000949949026 -- 149th test, time elapsed 3.6646385192871094 -- emperical power so far: 0.8053691275167785
tensor(11.2243, device='cuda:0')
pval: 0.013000000268220901 -- 150th test, time elapsed 3.7468464374542236 -- emperical power so far: 0.8066666666666666
tensor(19.8142, device='cuda:0')
pval: 0.0010000000474974513 -- 151th test, time elapsed 3.677365303039551 -- emperical power so far: 0.8079470198675497
tensor(32.9707, device='cuda:0')
pval: 0.0010000000474974513 -- 152th test, time elapsed 3.651865243911743 -- emperical power so far: 0.8092105263157895
tensor(6.4657, device='cuda:0')
pval: 0.08400000631809235 -- 153th test, time elapsed 3.671745538711548 -- emperical power so far: 0.803921568627451
tensor(25.4359, device='cuda:0')
pval: 0.0010000000474974513 -- 154th test, time elapsed 3.721707582473755 -- emperical power so far: 0.8051948051948052
tensor(18.0648, device='cuda:0')
pval: 0.0010000000474974513 -- 155th test, time elapsed 3.6675941944122314 -- emperical power so far: 0.8064516129032258
tensor(24.1661, device='cuda:0')
pval: 0.0010000000474974513 -- 156th test, time elapsed 3.5918331146240234 -- emperical power so far: 0.8076923076923077
tensor(16.5556, device='cuda:0')
pval: 0.0010000000474974513 -- 157th test, time elapsed 3.631354808807373 -- emperical power so far: 0.8089171974522293
tensor(17.6301, device='cuda:0')
pval: 0.0020000000949949026 -- 158th test, time elapsed 3.602496385574341 -- emperical power so far: 0.810126582278481
tensor(23.3189, device='cuda:0')
pval: 0.0010000000474974513 -- 159th test, time elapsed 3.617987632751465 -- emperical power so far: 0.8113207547169812
tensor(9.3134, device='cuda:0')
pval: 0.02500000037252903 -- 160th test, time elapsed 3.6183114051818848 -- emperical power so far: 0.8125
tensor(17.3607, device='cuda:0')
pval: 0.003000000026077032 -- 161th test, time elapsed 3.655921220779419 -- emperical power so far: 0.8136645962732919
tensor(11.4809, device='cuda:0')
pval: 0.010000000707805157 -- 162th test, time elapsed 3.7262260913848877 -- emperical power so far: 0.8148148148148148
tensor(18.1709, device='cuda:0')
pval: 0.0020000000949949026 -- 163th test, time elapsed 3.713287353515625 -- emperical power so far: 0.8159509202453987
tensor(3.4817, device='cuda:0')
pval: 0.30800002813339233 -- 164th test, time elapsed 3.7330374717712402 -- emperical power so far: 0.8109756097560976
tensor(11.8191, device='cuda:0')
pval: 0.00800000037997961 -- 165th test, time elapsed 3.721871852874756 -- emperical power so far: 0.8121212121212121
tensor(12.1681, device='cuda:0')
pval: 0.004000000189989805 -- 166th test, time elapsed 3.7306747436523438 -- emperical power so far: 0.8132530120481928
tensor(11.2275, device='cuda:0')
pval: 0.01100000087171793 -- 167th test, time elapsed 3.7947583198547363 -- emperical power so far: 0.8143712574850299
tensor(16.3271, device='cuda:0')
pval: 0.0020000000949949026 -- 168th test, time elapsed 3.670858860015869 -- emperical power so far: 0.8154761904761905
tensor(11.2350, device='cuda:0')
pval: 0.014000000432133675 -- 169th test, time elapsed 3.643420934677124 -- emperical power so far: 0.8165680473372781
tensor(16.6177, device='cuda:0')
pval: 0.0010000000474974513 -- 170th test, time elapsed 3.691946268081665 -- emperical power so far: 0.8176470588235294
tensor(17.7589, device='cuda:0')
pval: 0.0010000000474974513 -- 171th test, time elapsed 3.6509177684783936 -- emperical power so far: 0.8187134502923976
tensor(23.6543, device='cuda:0')
pval: 0.0010000000474974513 -- 172th test, time elapsed 3.6402173042297363 -- emperical power so far: 0.8197674418604651
tensor(11.8966, device='cuda:0')
pval: 0.006000000052154064 -- 173th test, time elapsed 3.651456832885742 -- emperical power so far: 0.8208092485549133
tensor(8.5371, device='cuda:0')
pval: 0.04200000315904617 -- 174th test, time elapsed 3.6190812587738037 -- emperical power so far: 0.8218390804597702
tensor(10.2158, device='cuda:0')
pval: 0.02200000174343586 -- 175th test, time elapsed 3.6907031536102295 -- emperical power so far: 0.8228571428571428
tensor(13.6974, device='cuda:0')
pval: 0.005000000353902578 -- 176th test, time elapsed 3.6678903102874756 -- emperical power so far: 0.8238636363636364
tensor(10.6944, device='cuda:0')
pval: 0.013000000268220901 -- 177th test, time elapsed 3.674258232116699 -- emperical power so far: 0.8248587570621468
tensor(30.8828, device='cuda:0')
pval: 0.0010000000474974513 -- 178th test, time elapsed 3.6501781940460205 -- emperical power so far: 0.8258426966292135
tensor(24.9560, device='cuda:0')
pval: 0.0010000000474974513 -- 179th test, time elapsed 3.632514476776123 -- emperical power so far: 0.8268156424581006
tensor(29.8519, device='cuda:0')
pval: 0.0010000000474974513 -- 180th test, time elapsed 3.6558892726898193 -- emperical power so far: 0.8277777777777777
tensor(21.0037, device='cuda:0')
pval: 0.0010000000474974513 -- 181th test, time elapsed 3.609649658203125 -- emperical power so far: 0.8287292817679558
tensor(5.0952, device='cuda:0')
pval: 0.16300000250339508 -- 182th test, time elapsed 3.6886582374572754 -- emperical power so far: 0.8241758241758241
tensor(17.2269, device='cuda:0')
pval: 0.0010000000474974513 -- 183th test, time elapsed 3.75364089012146 -- emperical power so far: 0.825136612021858
tensor(32.0030, device='cuda:0')
pval: 0.0010000000474974513 -- 184th test, time elapsed 3.7099661827087402 -- emperical power so far: 0.8260869565217391
tensor(12.0997, device='cuda:0')
pval: 0.009000000543892384 -- 185th test, time elapsed 3.68581485748291 -- emperical power so far: 0.827027027027027
tensor(7.5926, device='cuda:0')
pval: 0.04000000283122063 -- 186th test, time elapsed 3.629519462585449 -- emperical power so far: 0.8279569892473119
tensor(18.2436, device='cuda:0')
pval: 0.0010000000474974513 -- 187th test, time elapsed 3.635462999343872 -- emperical power so far: 0.8288770053475936
tensor(25.3796, device='cuda:0')
pval: 0.0010000000474974513 -- 188th test, time elapsed 3.6467554569244385 -- emperical power so far: 0.8297872340425532
tensor(22.3170, device='cuda:0')
pval: 0.0010000000474974513 -- 189th test, time elapsed 3.6446449756622314 -- emperical power so far: 0.8306878306878307
tensor(18.8831, device='cuda:0')
pval: 0.003000000026077032 -- 190th test, time elapsed 3.6607635021209717 -- emperical power so far: 0.8315789473684211
tensor(19.9903, device='cuda:0')
pval: 0.0010000000474974513 -- 191th test, time elapsed 3.6317625045776367 -- emperical power so far: 0.8324607329842932
tensor(13.3925, device='cuda:0')
pval: 0.006000000052154064 -- 192th test, time elapsed 3.6929378509521484 -- emperical power so far: 0.8333333333333334
tensor(5.3774, device='cuda:0')
pval: 0.15900000929832458 -- 193th test, time elapsed 3.6507296562194824 -- emperical power so far: 0.8290155440414507
tensor(6.1588, device='cuda:0')
pval: 0.10600000619888306 -- 194th test, time elapsed 3.656625509262085 -- emperical power so far: 0.8247422680412371
tensor(11.8504, device='cuda:0')
pval: 0.01100000087171793 -- 195th test, time elapsed 3.62577486038208 -- emperical power so far: 0.8256410256410256
tensor(17.8805, device='cuda:0')
pval: 0.0020000000949949026 -- 196th test, time elapsed 3.656296968460083 -- emperical power so far: 0.826530612244898
tensor(3.9663, device='cuda:0')
pval: 0.2840000092983246 -- 197th test, time elapsed 3.6476454734802246 -- emperical power so far: 0.8223350253807107
tensor(16.6690, device='cuda:0')
pval: 0.003000000026077032 -- 198th test, time elapsed 3.620852470397949 -- emperical power so far: 0.8232323232323232
tensor(11.7840, device='cuda:0')
pval: 0.009000000543892384 -- 199th test, time elapsed 3.7157931327819824 -- emperical power so far: 0.8241206030150754
tensor(7.4980, device='cuda:0')
pval: 0.05300000309944153 -- 200th test, time elapsed 3.660451889038086 -- emperical power so far: 0.82
733.6662821769714


#########################################
sample size = 6000
tensor(29.3891, device='cuda:0')
pval: 0.0010000000474974513 -- 1th test, time elapsed 4.0130228996276855 -- emperical power so far: 1.0
tensor(7.9421, device='cuda:0')
pval: 0.06000000238418579 -- 2th test, time elapsed 4.0333757400512695 -- emperical power so far: 0.5
tensor(30.1117, device='cuda:0')
pval: 0.0010000000474974513 -- 3th test, time elapsed 3.9278409481048584 -- emperical power so far: 0.6666666666666666
tensor(26.9474, device='cuda:0')
pval: 0.0010000000474974513 -- 4th test, time elapsed 3.8665120601654053 -- emperical power so far: 0.75
tensor(19.1453, device='cuda:0')
pval: 0.0010000000474974513 -- 5th test, time elapsed 3.8571178913116455 -- emperical power so far: 0.8
tensor(25.6396, device='cuda:0')
pval: 0.0010000000474974513 -- 6th test, time elapsed 3.8434195518493652 -- emperical power so far: 0.8333333333333334
tensor(22.5475, device='cuda:0')
pval: 0.0010000000474974513 -- 7th test, time elapsed 3.828756332397461 -- emperical power so far: 0.8571428571428571
tensor(21.9993, device='cuda:0')
pval: 0.0010000000474974513 -- 8th test, time elapsed 3.8642709255218506 -- emperical power so far: 0.875
tensor(13.5684, device='cuda:0')
pval: 0.004000000189989805 -- 9th test, time elapsed 3.822049140930176 -- emperical power so far: 0.8888888888888888
tensor(17.3392, device='cuda:0')
pval: 0.0020000000949949026 -- 10th test, time elapsed 3.8318045139312744 -- emperical power so far: 0.9
tensor(10.3596, device='cuda:0')
pval: 0.017000000923871994 -- 11th test, time elapsed 3.845254898071289 -- emperical power so far: 0.9090909090909091
tensor(21.6327, device='cuda:0')
pval: 0.0010000000474974513 -- 12th test, time elapsed 3.8657751083374023 -- emperical power so far: 0.9166666666666666
tensor(19.9372, device='cuda:0')
pval: 0.0020000000949949026 -- 13th test, time elapsed 3.8783411979675293 -- emperical power so far: 0.9230769230769231
tensor(18.3830, device='cuda:0')
pval: 0.0010000000474974513 -- 14th test, time elapsed 3.966571807861328 -- emperical power so far: 0.9285714285714286
tensor(34.9559, device='cuda:0')
pval: 0.0010000000474974513 -- 15th test, time elapsed 4.031070947647095 -- emperical power so far: 0.9333333333333333
tensor(34.6123, device='cuda:0')
pval: 0.0010000000474974513 -- 16th test, time elapsed 3.9652280807495117 -- emperical power so far: 0.9375
tensor(16.2605, device='cuda:0')
pval: 0.003000000026077032 -- 17th test, time elapsed 4.029654264450073 -- emperical power so far: 0.9411764705882353
tensor(24.4086, device='cuda:0')
pval: 0.0010000000474974513 -- 18th test, time elapsed 4.022378921508789 -- emperical power so far: 0.9444444444444444
tensor(46.2250, device='cuda:0')
pval: 0.0010000000474974513 -- 19th test, time elapsed 3.9780659675598145 -- emperical power so far: 0.9473684210526315
tensor(32.1672, device='cuda:0')
pval: 0.0010000000474974513 -- 20th test, time elapsed 3.9505631923675537 -- emperical power so far: 0.95
tensor(18.9628, device='cuda:0')
pval: 0.0010000000474974513 -- 21th test, time elapsed 3.945843458175659 -- emperical power so far: 0.9523809523809523
tensor(14.3567, device='cuda:0')
pval: 0.004000000189989805 -- 22th test, time elapsed 4.003453016281128 -- emperical power so far: 0.9545454545454546
tensor(30.6912, device='cuda:0')
pval: 0.0010000000474974513 -- 23th test, time elapsed 3.9708433151245117 -- emperical power so far: 0.9565217391304348
tensor(13.7510, device='cuda:0')
pval: 0.005000000353902578 -- 24th test, time elapsed 3.9348652362823486 -- emperical power so far: 0.9583333333333334
tensor(12.0537, device='cuda:0')
pval: 0.010000000707805157 -- 25th test, time elapsed 3.9319045543670654 -- emperical power so far: 0.96
tensor(12.5526, device='cuda:0')
pval: 0.009000000543892384 -- 26th test, time elapsed 3.97926926612854 -- emperical power so far: 0.9615384615384616
tensor(28.7558, device='cuda:0')
pval: 0.0010000000474974513 -- 27th test, time elapsed 3.9779512882232666 -- emperical power so far: 0.9629629629629629
tensor(20.3483, device='cuda:0')
pval: 0.0010000000474974513 -- 28th test, time elapsed 3.953160047531128 -- emperical power so far: 0.9642857142857143
tensor(25.7667, device='cuda:0')
pval: 0.0010000000474974513 -- 29th test, time elapsed 3.9366722106933594 -- emperical power so far: 0.9655172413793104
tensor(8.6587, device='cuda:0')
pval: 0.039000000804662704 -- 30th test, time elapsed 4.018176078796387 -- emperical power so far: 0.9666666666666667
tensor(12.4236, device='cuda:0')
pval: 0.00800000037997961 -- 31th test, time elapsed 3.955615520477295 -- emperical power so far: 0.967741935483871
tensor(27.9477, device='cuda:0')
pval: 0.0010000000474974513 -- 32th test, time elapsed 3.972236394882202 -- emperical power so far: 0.96875
tensor(27.2411, device='cuda:0')
pval: 0.0010000000474974513 -- 33th test, time elapsed 3.9859790802001953 -- emperical power so far: 0.9696969696969697
tensor(18.8602, device='cuda:0')
pval: 0.0020000000949949026 -- 34th test, time elapsed 3.9271767139434814 -- emperical power so far: 0.9705882352941176
tensor(37.0515, device='cuda:0')
pval: 0.0010000000474974513 -- 35th test, time elapsed 3.9645442962646484 -- emperical power so far: 0.9714285714285714
tensor(34.9202, device='cuda:0')
pval: 0.0010000000474974513 -- 36th test, time elapsed 3.9993059635162354 -- emperical power so far: 0.9722222222222222
tensor(22.0903, device='cuda:0')
pval: 0.0010000000474974513 -- 37th test, time elapsed 3.987581968307495 -- emperical power so far: 0.972972972972973
tensor(14.2295, device='cuda:0')
pval: 0.004000000189989805 -- 38th test, time elapsed 3.956616163253784 -- emperical power so far: 0.9736842105263158
tensor(33.1729, device='cuda:0')
pval: 0.0010000000474974513 -- 39th test, time elapsed 3.951798439025879 -- emperical power so far: 0.9743589743589743
tensor(18.7625, device='cuda:0')
pval: 0.0020000000949949026 -- 40th test, time elapsed 4.028918981552124 -- emperical power so far: 0.975
tensor(24.8716, device='cuda:0')
pval: 0.0010000000474974513 -- 41th test, time elapsed 3.9284238815307617 -- emperical power so far: 0.975609756097561
tensor(14.5110, device='cuda:0')
pval: 0.006000000052154064 -- 42th test, time elapsed 3.827993869781494 -- emperical power so far: 0.9761904761904762
tensor(20.5410, device='cuda:0')
pval: 0.0010000000474974513 -- 43th test, time elapsed 3.8302736282348633 -- emperical power so far: 0.9767441860465116
tensor(16.2889, device='cuda:0')
pval: 0.0010000000474974513 -- 44th test, time elapsed 3.8268277645111084 -- emperical power so far: 0.9772727272727273
tensor(29.3386, device='cuda:0')
pval: 0.0010000000474974513 -- 45th test, time elapsed 3.913508892059326 -- emperical power so far: 0.9777777777777777
tensor(24.8941, device='cuda:0')
pval: 0.0010000000474974513 -- 46th test, time elapsed 3.800492286682129 -- emperical power so far: 0.9782608695652174
tensor(24.8160, device='cuda:0')
pval: 0.0010000000474974513 -- 47th test, time elapsed 3.8254919052124023 -- emperical power so far: 0.9787234042553191
tensor(28.3466, device='cuda:0')
pval: 0.0010000000474974513 -- 48th test, time elapsed 3.8390793800354004 -- emperical power so far: 0.9791666666666666
tensor(16.1598, device='cuda:0')
pval: 0.0010000000474974513 -- 49th test, time elapsed 3.8442869186401367 -- emperical power so far: 0.9795918367346939
tensor(9.2955, device='cuda:0')
pval: 0.02200000174343586 -- 50th test, time elapsed 3.844114303588867 -- emperical power so far: 0.98
tensor(18.2193, device='cuda:0')
pval: 0.0020000000949949026 -- 51th test, time elapsed 3.868785858154297 -- emperical power so far: 0.9803921568627451
tensor(12.3328, device='cuda:0')
pval: 0.0020000000949949026 -- 52th test, time elapsed 3.8299005031585693 -- emperical power so far: 0.9807692307692307
tensor(28.4057, device='cuda:0')
pval: 0.0010000000474974513 -- 53th test, time elapsed 3.8629822731018066 -- emperical power so far: 0.9811320754716981
tensor(29.4920, device='cuda:0')
pval: 0.0010000000474974513 -- 54th test, time elapsed 3.8709917068481445 -- emperical power so far: 0.9814814814814815
tensor(22.1641, device='cuda:0')
pval: 0.0010000000474974513 -- 55th test, time elapsed 3.864882707595825 -- emperical power so far: 0.9818181818181818
tensor(24.4289, device='cuda:0')
pval: 0.0010000000474974513 -- 56th test, time elapsed 3.879188060760498 -- emperical power so far: 0.9821428571428571
tensor(30.0363, device='cuda:0')
pval: 0.0010000000474974513 -- 57th test, time elapsed 3.946758508682251 -- emperical power so far: 0.9824561403508771
tensor(22.5089, device='cuda:0')
pval: 0.0010000000474974513 -- 58th test, time elapsed 3.947995901107788 -- emperical power so far: 0.9827586206896551
tensor(17.3368, device='cuda:0')
pval: 0.0010000000474974513 -- 59th test, time elapsed 3.922330856323242 -- emperical power so far: 0.9830508474576272
tensor(29.4025, device='cuda:0')
pval: 0.0010000000474974513 -- 60th test, time elapsed 3.935689687728882 -- emperical power so far: 0.9833333333333333
tensor(24.6707, device='cuda:0')
pval: 0.0010000000474974513 -- 61th test, time elapsed 3.9844412803649902 -- emperical power so far: 0.9836065573770492
tensor(16.0601, device='cuda:0')
pval: 0.0010000000474974513 -- 62th test, time elapsed 3.8826229572296143 -- emperical power so far: 0.9838709677419355
tensor(18.2138, device='cuda:0')
pval: 0.0010000000474974513 -- 63th test, time elapsed 3.9955053329467773 -- emperical power so far: 0.9841269841269841
tensor(21.9186, device='cuda:0')
pval: 0.0010000000474974513 -- 64th test, time elapsed 4.005128383636475 -- emperical power so far: 0.984375
tensor(7.7060, device='cuda:0')
pval: 0.05700000375509262 -- 65th test, time elapsed 3.997487783432007 -- emperical power so far: 0.9692307692307692
tensor(33.9086, device='cuda:0')
pval: 0.0010000000474974513 -- 66th test, time elapsed 3.9149329662323 -- emperical power so far: 0.9696969696969697
tensor(37.7215, device='cuda:0')
pval: 0.0010000000474974513 -- 67th test, time elapsed 3.8878066539764404 -- emperical power so far: 0.9701492537313433
tensor(24.7071, device='cuda:0')
pval: 0.0010000000474974513 -- 68th test, time elapsed 3.8712360858917236 -- emperical power so far: 0.9705882352941176
tensor(20.1378, device='cuda:0')
pval: 0.0010000000474974513 -- 69th test, time elapsed 3.86283278465271 -- emperical power so far: 0.9710144927536232
tensor(11.0359, device='cuda:0')
pval: 0.012000000104308128 -- 70th test, time elapsed 3.8813841342926025 -- emperical power so far: 0.9714285714285714
tensor(29.3125, device='cuda:0')
pval: 0.0010000000474974513 -- 71th test, time elapsed 3.914206027984619 -- emperical power so far: 0.971830985915493
tensor(17.7535, device='cuda:0')
pval: 0.0010000000474974513 -- 72th test, time elapsed 3.9172308444976807 -- emperical power so far: 0.9722222222222222
tensor(27.9270, device='cuda:0')
pval: 0.0010000000474974513 -- 73th test, time elapsed 3.9066436290740967 -- emperical power so far: 0.9726027397260274
tensor(21.1144, device='cuda:0')
pval: 0.0010000000474974513 -- 74th test, time elapsed 3.90962815284729 -- emperical power so far: 0.972972972972973
tensor(32.7608, device='cuda:0')
pval: 0.0010000000474974513 -- 75th test, time elapsed 3.878152847290039 -- emperical power so far: 0.9733333333333334
tensor(21.0604, device='cuda:0')
pval: 0.0010000000474974513 -- 76th test, time elapsed 3.9311187267303467 -- emperical power so far: 0.9736842105263158
tensor(36.4983, device='cuda:0')
pval: 0.0010000000474974513 -- 77th test, time elapsed 3.878350019454956 -- emperical power so far: 0.974025974025974
tensor(17.7745, device='cuda:0')
pval: 0.0020000000949949026 -- 78th test, time elapsed 3.8716189861297607 -- emperical power so far: 0.9743589743589743
tensor(21.3686, device='cuda:0')
pval: 0.0020000000949949026 -- 79th test, time elapsed 3.9270236492156982 -- emperical power so far: 0.9746835443037974
tensor(15.6386, device='cuda:0')
pval: 0.0010000000474974513 -- 80th test, time elapsed 3.9536359310150146 -- emperical power so far: 0.975
tensor(20.9186, device='cuda:0')
pval: 0.0010000000474974513 -- 81th test, time elapsed 4.001969575881958 -- emperical power so far: 0.9753086419753086
tensor(36.3716, device='cuda:0')
pval: 0.0010000000474974513 -- 82th test, time elapsed 3.9900476932525635 -- emperical power so far: 0.975609756097561
tensor(9.1151, device='cuda:0')
pval: 0.030000001192092896 -- 83th test, time elapsed 3.931396245956421 -- emperical power so far: 0.9759036144578314
tensor(36.8167, device='cuda:0')
pval: 0.0010000000474974513 -- 84th test, time elapsed 3.9307541847229004 -- emperical power so far: 0.9761904761904762
tensor(16.4680, device='cuda:0')
pval: 0.0020000000949949026 -- 85th test, time elapsed 3.9847664833068848 -- emperical power so far: 0.9764705882352941
tensor(20.3779, device='cuda:0')
pval: 0.0010000000474974513 -- 86th test, time elapsed 3.994769334793091 -- emperical power so far: 0.9767441860465116
tensor(26.5798, device='cuda:0')
pval: 0.0010000000474974513 -- 87th test, time elapsed 4.042223215103149 -- emperical power so far: 0.9770114942528736
tensor(21.2176, device='cuda:0')
pval: 0.0020000000949949026 -- 88th test, time elapsed 4.017414808273315 -- emperical power so far: 0.9772727272727273
tensor(18.3897, device='cuda:0')
pval: 0.0010000000474974513 -- 89th test, time elapsed 3.9278604984283447 -- emperical power so far: 0.9775280898876404
tensor(15.1996, device='cuda:0')
pval: 0.0020000000949949026 -- 90th test, time elapsed 3.932389736175537 -- emperical power so far: 0.9777777777777777
tensor(23.7554, device='cuda:0')
pval: 0.0010000000474974513 -- 91th test, time elapsed 4.056843280792236 -- emperical power so far: 0.978021978021978
tensor(34.2455, device='cuda:0')
pval: 0.0010000000474974513 -- 92th test, time elapsed 3.9597816467285156 -- emperical power so far: 0.9782608695652174
tensor(31.1545, device='cuda:0')
pval: 0.0010000000474974513 -- 93th test, time elapsed 3.9563333988189697 -- emperical power so far: 0.978494623655914
tensor(10.7493, device='cuda:0')
pval: 0.012000000104308128 -- 94th test, time elapsed 3.9977095127105713 -- emperical power so far: 0.9787234042553191
tensor(9.3606, device='cuda:0')
pval: 0.029000001028180122 -- 95th test, time elapsed 4.025228977203369 -- emperical power so far: 0.9789473684210527
tensor(37.2062, device='cuda:0')
pval: 0.0010000000474974513 -- 96th test, time elapsed 3.9461114406585693 -- emperical power so far: 0.9791666666666666
tensor(22.1809, device='cuda:0')
pval: 0.0010000000474974513 -- 97th test, time elapsed 3.9321553707122803 -- emperical power so far: 0.979381443298969
tensor(9.9723, device='cuda:0')
pval: 0.02500000037252903 -- 98th test, time elapsed 3.9776456356048584 -- emperical power so far: 0.9795918367346939
tensor(10.3738, device='cuda:0')
pval: 0.010000000707805157 -- 99th test, time elapsed 3.971346616744995 -- emperical power so far: 0.9797979797979798
tensor(9.2158, device='cuda:0')
pval: 0.027000000700354576 -- 100th test, time elapsed 3.9482789039611816 -- emperical power so far: 0.98
tensor(28.1831, device='cuda:0')
pval: 0.0010000000474974513 -- 101th test, time elapsed 3.9631776809692383 -- emperical power so far: 0.9801980198019802
tensor(17.2203, device='cuda:0')
pval: 0.0020000000949949026 -- 102th test, time elapsed 3.9977307319641113 -- emperical power so far: 0.9803921568627451
tensor(11.5182, device='cuda:0')
pval: 0.010000000707805157 -- 103th test, time elapsed 3.9896159172058105 -- emperical power so far: 0.9805825242718447
tensor(10.1849, device='cuda:0')
pval: 0.007000000216066837 -- 104th test, time elapsed 3.964043140411377 -- emperical power so far: 0.9807692307692307
tensor(14.8221, device='cuda:0')
pval: 0.005000000353902578 -- 105th test, time elapsed 3.9198174476623535 -- emperical power so far: 0.9809523809523809
tensor(24.0928, device='cuda:0')
pval: 0.0010000000474974513 -- 106th test, time elapsed 4.087533950805664 -- emperical power so far: 0.9811320754716981
tensor(31.9373, device='cuda:0')
pval: 0.0010000000474974513 -- 107th test, time elapsed 4.0136559009552 -- emperical power so far: 0.9813084112149533
tensor(35.4613, device='cuda:0')
pval: 0.0010000000474974513 -- 108th test, time elapsed 4.014780282974243 -- emperical power so far: 0.9814814814814815
tensor(24.8312, device='cuda:0')
pval: 0.0020000000949949026 -- 109th test, time elapsed 3.970055103302002 -- emperical power so far: 0.981651376146789
tensor(26.4816, device='cuda:0')
pval: 0.0010000000474974513 -- 110th test, time elapsed 4.01822304725647 -- emperical power so far: 0.9818181818181818
tensor(27.8918, device='cuda:0')
pval: 0.0010000000474974513 -- 111th test, time elapsed 3.975952625274658 -- emperical power so far: 0.9819819819819819
tensor(21.3269, device='cuda:0')
pval: 0.0010000000474974513 -- 112th test, time elapsed 3.9781763553619385 -- emperical power so far: 0.9821428571428571
tensor(12.4065, device='cuda:0')
pval: 0.01100000087171793 -- 113th test, time elapsed 3.9510159492492676 -- emperical power so far: 0.9823008849557522
tensor(22.1863, device='cuda:0')
pval: 0.0010000000474974513 -- 114th test, time elapsed 3.9862122535705566 -- emperical power so far: 0.9824561403508771
tensor(39.4911, device='cuda:0')
pval: 0.0010000000474974513 -- 115th test, time elapsed 4.013641119003296 -- emperical power so far: 0.9826086956521739
tensor(15.0040, device='cuda:0')
pval: 0.003000000026077032 -- 116th test, time elapsed 3.9645047187805176 -- emperical power so far: 0.9827586206896551
tensor(13.6405, device='cuda:0')
pval: 0.007000000216066837 -- 117th test, time elapsed 3.9483273029327393 -- emperical power so far: 0.9829059829059829
tensor(18.9403, device='cuda:0')
pval: 0.0010000000474974513 -- 118th test, time elapsed 3.9556498527526855 -- emperical power so far: 0.9830508474576272
tensor(34.1535, device='cuda:0')
pval: 0.0010000000474974513 -- 119th test, time elapsed 3.996187686920166 -- emperical power so far: 0.9831932773109243
tensor(24.6242, device='cuda:0')
pval: 0.0010000000474974513 -- 120th test, time elapsed 3.9934072494506836 -- emperical power so far: 0.9833333333333333
tensor(22.4806, device='cuda:0')
pval: 0.0010000000474974513 -- 121th test, time elapsed 4.074583530426025 -- emperical power so far: 0.9834710743801653
tensor(29.3660, device='cuda:0')
pval: 0.0010000000474974513 -- 122th test, time elapsed 3.9455323219299316 -- emperical power so far: 0.9836065573770492
tensor(35.2464, device='cuda:0')
pval: 0.0010000000474974513 -- 123th test, time elapsed 3.9180145263671875 -- emperical power so far: 0.983739837398374
tensor(18.7514, device='cuda:0')
pval: 0.0010000000474974513 -- 124th test, time elapsed 3.877680778503418 -- emperical power so far: 0.9838709677419355
tensor(27.3282, device='cuda:0')
pval: 0.0010000000474974513 -- 125th test, time elapsed 3.8766064643859863 -- emperical power so far: 0.984
tensor(23.6088, device='cuda:0')
pval: 0.0010000000474974513 -- 126th test, time elapsed 3.8870277404785156 -- emperical power so far: 0.9841269841269841
tensor(16.3133, device='cuda:0')
pval: 0.0010000000474974513 -- 127th test, time elapsed 3.8800041675567627 -- emperical power so far: 0.984251968503937
tensor(29.2725, device='cuda:0')
pval: 0.0010000000474974513 -- 128th test, time elapsed 3.8904542922973633 -- emperical power so far: 0.984375
tensor(25.2160, device='cuda:0')
pval: 0.0010000000474974513 -- 129th test, time elapsed 3.9120774269104004 -- emperical power so far: 0.9844961240310077
tensor(25.2295, device='cuda:0')
pval: 0.0010000000474974513 -- 130th test, time elapsed 3.8966360092163086 -- emperical power so far: 0.9846153846153847
tensor(26.1949, device='cuda:0')
pval: 0.0010000000474974513 -- 131th test, time elapsed 3.9360544681549072 -- emperical power so far: 0.9847328244274809
tensor(7.6666, device='cuda:0')
pval: 0.058000002056360245 -- 132th test, time elapsed 3.9580116271972656 -- emperical power so far: 0.9772727272727273
tensor(15.8649, device='cuda:0')
pval: 0.0020000000949949026 -- 133th test, time elapsed 3.975602388381958 -- emperical power so far: 0.9774436090225563
tensor(19.9110, device='cuda:0')
pval: 0.0010000000474974513 -- 134th test, time elapsed 3.963134527206421 -- emperical power so far: 0.9776119402985075
tensor(36.3796, device='cuda:0')
pval: 0.0010000000474974513 -- 135th test, time elapsed 4.0170581340789795 -- emperical power so far: 0.9777777777777777
tensor(26.3980, device='cuda:0')
pval: 0.0010000000474974513 -- 136th test, time elapsed 4.049762487411499 -- emperical power so far: 0.9779411764705882
tensor(21.8071, device='cuda:0')
pval: 0.0010000000474974513 -- 137th test, time elapsed 3.965134620666504 -- emperical power so far: 0.9781021897810219
tensor(19.9046, device='cuda:0')
pval: 0.0010000000474974513 -- 138th test, time elapsed 3.9521191120147705 -- emperical power so far: 0.9782608695652174
tensor(24.0935, device='cuda:0')
pval: 0.0010000000474974513 -- 139th test, time elapsed 4.006014585494995 -- emperical power so far: 0.9784172661870504
tensor(24.8477, device='cuda:0')
