cuda:0
bitflip_projchi
privacy level = 1.0
tensor([0.2100, 0.2900, 0.2100, 0.2900])
tensor([0.2900, 0.2100, 0.2900, 0.2100])


#########################################
sample size = 1000
tensor(9.1378, device='cuda:0')
tensor(4.4473, device='cuda:0')
pval: 0.22500000894069672 -- 122th test, time elapsed 3.442065954208374 -- emperical power so far: 0.6721311475409836
tensor(26.4391, device='cuda:0')
pval: 0.0010000000474974513 -- 123th test, time elapsed 3.4052908420562744 -- emperical power so far: 0.6747967479674797
tensor(7.8775, device='cuda:0')
pval: 0.039000000804662704 -- 124th test, time elapsed 3.4747023582458496 -- emperical power so far: 0.6774193548387096
tensor(10.0935, device='cuda:0')
pval: 0.029000001028180122 -- 125th test, time elapsed 3.4453084468841553 -- emperical power so far: 0.68
tensor(7.2725, device='cuda:0')
pval: 0.06100000441074371 -- 126th test, time elapsed 3.4667978286743164 -- emperical power so far: 0.6746031746031746
tensor(3.9465, device='cuda:0')
pval: 0.27300000190734863 -- 127th test, time elapsed 3.4877655506134033 -- emperical power so far: 0.6692913385826772
tensor(11.0316, device='cuda:0')
pval: 0.015000000596046448 -- 128th test, time elapsed 3.4436511993408203 -- emperical power so far: 0.671875
tensor(13.2242, device='cuda:0')
pval: 0.003000000026077032 -- 129th test, time elapsed 3.471930503845215 -- emperical power so far: 0.6744186046511628
tensor(6.2632, device='cuda:0')
pval: 0.08700000494718552 -- 130th test, time elapsed 3.519857883453369 -- emperical power so far: 0.6692307692307692
tensor(5.7629, device='cuda:0')
pval: 0.1300000101327896 -- 131th test, time elapsed 3.519700527191162 -- emperical power so far: 0.6641221374045801
tensor(9.9653, device='cuda:0')
pval: 0.02200000174343586 -- 132th test, time elapsed 3.5267233848571777 -- emperical power so far: 0.6666666666666666
tensor(13.3870, device='cuda:0')
pval: 0.006000000052154064 -- 133th test, time elapsed 3.4629554748535156 -- emperical power so far: 0.6691729323308271
tensor(18.1745, device='cuda:0')
pval: 0.0010000000474974513 -- 134th test, time elapsed 3.4480745792388916 -- emperical power so far: 0.6716417910447762
tensor(15.1684, device='cuda:0')
pval: 0.0020000000949949026 -- 135th test, time elapsed 3.5037126541137695 -- emperical power so far: 0.674074074074074
tensor(7.2019, device='cuda:0')
pval: 0.06100000441074371 -- 136th test, time elapsed 3.6246325969696045 -- emperical power so far: 0.6691176470588235
tensor(16.8538, device='cuda:0')
pval: 0.0010000000474974513 -- 137th test, time elapsed 3.490285634994507 -- emperical power so far: 0.6715328467153284
tensor(13.4139, device='cuda:0')
pval: 0.004000000189989805 -- 138th test, time elapsed 3.5760064125061035 -- emperical power so far: 0.6739130434782609
tensor(6.4926, device='cuda:0')
pval: 0.09600000083446503 -- 139th test, time elapsed 3.4936623573303223 -- emperical power so far: 0.6690647482014388
tensor(8.0233, device='cuda:0')
pval: 0.04500000178813934 -- 140th test, time elapsed 3.429248332977295 -- emperical power so far: 0.6714285714285714
tensor(4.0121, device='cuda:0')
pval: 0.26200002431869507 -- 141th test, time elapsed 3.421347141265869 -- emperical power so far: 0.6666666666666666
tensor(19.0455, device='cuda:0')
pval: 0.0010000000474974513 -- 142th test, time elapsed 3.4376115798950195 -- emperical power so far: 0.6690140845070423
tensor(8.0376, device='cuda:0')
pval: 0.032999999821186066 -- 143th test, time elapsed 3.4536921977996826 -- emperical power so far: 0.6713286713286714
tensor(3.8932, device='cuda:0')
pval: 0.26900002360343933 -- 144th test, time elapsed 3.4588959217071533 -- emperical power so far: 0.6666666666666666
tensor(7.8894, device='cuda:0')
pval: 0.04400000348687172 -- 145th test, time elapsed 3.4589767456054688 -- emperical power so far: 0.6689655172413793
tensor(3.5707, device='cuda:0')
pval: 0.3230000138282776 -- 146th test, time elapsed 3.4547040462493896 -- emperical power so far: 0.6643835616438356
tensor(15.4551, device='cuda:0')
pval: 0.0020000000949949026 -- 147th test, time elapsed 3.4449141025543213 -- emperical power so far: 0.6666666666666666
tensor(10.0567, device='cuda:0')
pval: 0.020000001415610313 -- 148th test, time elapsed 3.4369382858276367 -- emperical power so far: 0.668918918918919
tensor(9.9994, device='cuda:0')
pval: 0.009000000543892384 -- 149th test, time elapsed 3.4661571979522705 -- emperical power so far: 0.6711409395973155
tensor(6.0065, device='cuda:0')
pval: 0.10900000482797623 -- 150th test, time elapsed 3.5391855239868164 -- emperical power so far: 0.6666666666666666
tensor(4.8242, device='cuda:0')
pval: 0.1860000044107437 -- 151th test, time elapsed 3.514186143875122 -- emperical power so far: 0.6622516556291391
tensor(16.1978, device='cuda:0')
pval: 0.0020000000949949026 -- 152th test, time elapsed 3.5185744762420654 -- emperical power so far: 0.6644736842105263
tensor(9.0114, device='cuda:0')
pval: 0.026000000536441803 -- 153th test, time elapsed 3.590473175048828 -- emperical power so far: 0.6666666666666666
tensor(15.4776, device='cuda:0')
pval: 0.003000000026077032 -- 154th test, time elapsed 3.4835681915283203 -- emperical power so far: 0.6688311688311688
tensor(4.8301, device='cuda:0')
pval: 0.1770000010728836 -- 155th test, time elapsed 3.4629862308502197 -- emperical power so far: 0.6645161290322581
tensor(6.3418, device='cuda:0')
pval: 0.09600000083446503 -- 156th test, time elapsed 3.4506306648254395 -- emperical power so far: 0.6602564102564102
tensor(19.8122, device='cuda:0')
pval: 0.0010000000474974513 -- 157th test, time elapsed 3.4504029750823975 -- emperical power so far: 0.6624203821656051
tensor(19.1782, device='cuda:0')
pval: 0.0010000000474974513 -- 158th test, time elapsed 3.4298996925354004 -- emperical power so far: 0.6645569620253164
tensor(3.4755, device='cuda:0')
pval: 0.3320000171661377 -- 159th test, time elapsed 3.423055648803711 -- emperical power so far: 0.660377358490566
tensor(14.9659, device='cuda:0')
pval: 0.003000000026077032 -- 160th test, time elapsed 3.4828085899353027 -- emperical power so far: 0.6625
tensor(7.5905, device='cuda:0')
pval: 0.06300000101327896 -- 161th test, time elapsed 3.4803264141082764 -- emperical power so far: 0.6583850931677019
tensor(20.4627, device='cuda:0')
pval: 0.0010000000474974513 -- 162th test, time elapsed 3.414501190185547 -- emperical power so far: 0.6604938271604939
tensor(5.8786, device='cuda:0')
pval: 0.11600000411272049 -- 163th test, time elapsed 3.4703822135925293 -- emperical power so far: 0.656441717791411
tensor(6.7699, device='cuda:0')
pval: 0.08300000429153442 -- 164th test, time elapsed 3.5549354553222656 -- emperical power so far: 0.6524390243902439
tensor(13.7302, device='cuda:0')
pval: 0.004000000189989805 -- 165th test, time elapsed 3.402073621749878 -- emperical power so far: 0.6545454545454545
tensor(11.4381, device='cuda:0')
pval: 0.005000000353902578 -- 166th test, time elapsed 3.4566047191619873 -- emperical power so far: 0.6566265060240963
tensor(5.4073, device='cuda:0')
pval: 0.14600001275539398 -- 167th test, time elapsed 3.510894536972046 -- emperical power so far: 0.6526946107784432
tensor(10.3727, device='cuda:0')
pval: 0.01100000087171793 -- 168th test, time elapsed 3.4101452827453613 -- emperical power so far: 0.6547619047619048
tensor(16.0110, device='cuda:0')
pval: 0.0010000000474974513 -- 169th test, time elapsed 3.4239847660064697 -- emperical power so far: 0.6568047337278107
tensor(14.5750, device='cuda:0')
pval: 0.0020000000949949026 -- 170th test, time elapsed 3.5062694549560547 -- emperical power so far: 0.6588235294117647
tensor(12.2885, device='cuda:0')
pval: 0.004000000189989805 -- 171th test, time elapsed 3.453742504119873 -- emperical power so far: 0.6608187134502924
tensor(10.4642, device='cuda:0')
pval: 0.014000000432133675 -- 172th test, time elapsed 3.402761697769165 -- emperical power so far: 0.6627906976744186
tensor(4.5275, device='cuda:0')
pval: 0.2240000069141388 -- 173th test, time elapsed 3.456995964050293 -- emperical power so far: 0.6589595375722543
tensor(3.4050, device='cuda:0')
pval: 0.32100000977516174 -- 174th test, time elapsed 3.517880439758301 -- emperical power so far: 0.6551724137931034
tensor(21.2912, device='cuda:0')
pval: 0.0010000000474974513 -- 175th test, time elapsed 3.4906513690948486 -- emperical power so far: 0.6571428571428571
tensor(7.1150, device='cuda:0')
pval: 0.058000002056360245 -- 176th test, time elapsed 3.4749655723571777 -- emperical power so far: 0.6534090909090909
tensor(5.8408, device='cuda:0')
pval: 0.10400000214576721 -- 177th test, time elapsed 3.475853681564331 -- emperical power so far: 0.6497175141242938
tensor(14.0971, device='cuda:0')
pval: 0.0010000000474974513 -- 178th test, time elapsed 3.4704742431640625 -- emperical power so far: 0.651685393258427
tensor(26.8086, device='cuda:0')
pval: 0.0010000000474974513 -- 179th test, time elapsed 3.4738991260528564 -- emperical power so far: 0.6536312849162011
tensor(24.3174, device='cuda:0')
pval: 0.0010000000474974513 -- 180th test, time elapsed 3.474724054336548 -- emperical power so far: 0.6555555555555556
tensor(20.3036, device='cuda:0')
pval: 0.0010000000474974513 -- 181th test, time elapsed 3.4354867935180664 -- emperical power so far: 0.6574585635359116
tensor(23.5239, device='cuda:0')
pval: 0.0010000000474974513 -- 182th test, time elapsed 3.4459688663482666 -- emperical power so far: 0.6593406593406593
tensor(1.6336, device='cuda:0')
pval: 0.6600000262260437 -- 183th test, time elapsed 3.4720585346221924 -- emperical power so far: 0.6557377049180327
tensor(10.3270, device='cuda:0')
pval: 0.01900000125169754 -- 184th test, time elapsed 3.462275505065918 -- emperical power so far: 0.657608695652174
tensor(17.1602, device='cuda:0')
pval: 0.0010000000474974513 -- 185th test, time elapsed 3.4593255519866943 -- emperical power so far: 0.6594594594594595
tensor(12.8031, device='cuda:0')
pval: 0.00800000037997961 -- 186th test, time elapsed 3.447847366333008 -- emperical power so far: 0.6612903225806451
tensor(16.7097, device='cuda:0')
pval: 0.005000000353902578 -- 187th test, time elapsed 3.425668716430664 -- emperical power so far: 0.6631016042780749
tensor(12.1509, device='cuda:0')
pval: 0.01100000087171793 -- 188th test, time elapsed 3.4637298583984375 -- emperical power so far: 0.6648936170212766
tensor(9.7644, device='cuda:0')
pval: 0.026000000536441803 -- 189th test, time elapsed 3.4844119548797607 -- emperical power so far: 0.6666666666666666
tensor(7.0579, device='cuda:0')
pval: 0.0560000017285347 -- 190th test, time elapsed 3.4562597274780273 -- emperical power so far: 0.6631578947368421
tensor(27.9905, device='cuda:0')
pval: 0.0010000000474974513 -- 191th test, time elapsed 3.4262969493865967 -- emperical power so far: 0.6649214659685864
tensor(5.7958, device='cuda:0')
pval: 0.11400000751018524 -- 192th test, time elapsed 3.4390933513641357 -- emperical power so far: 0.6614583333333334
tensor(6.5585, device='cuda:0')
pval: 0.08700000494718552 -- 193th test, time elapsed 3.4539055824279785 -- emperical power so far: 0.6580310880829016
tensor(10.7514, device='cuda:0')
pval: 0.01600000075995922 -- 194th test, time elapsed 3.4661643505096436 -- emperical power so far: 0.6597938144329897
tensor(9.6839, device='cuda:0')
pval: 0.017000000923871994 -- 195th test, time elapsed 3.4444708824157715 -- emperical power so far: 0.6615384615384615
tensor(29.0027, device='cuda:0')
pval: 0.0010000000474974513 -- 196th test, time elapsed 3.470388174057007 -- emperical power so far: 0.6632653061224489
tensor(5.2809, device='cuda:0')
pval: 0.1770000010728836 -- 197th test, time elapsed 3.4489879608154297 -- emperical power so far: 0.6598984771573604
tensor(18.2516, device='cuda:0')
pval: 0.0010000000474974513 -- 198th test, time elapsed 3.442000150680542 -- emperical power so far: 0.6616161616161617
tensor(5.4414, device='cuda:0')
pval: 0.1730000078678131 -- 199th test, time elapsed 3.4194037914276123 -- emperical power so far: 0.6582914572864321
tensor(7.6416, device='cuda:0')
pval: 0.05100000277161598 -- 200th test, time elapsed 3.4431679248809814 -- emperical power so far: 0.655
694.7965877056122


#########################################
sample size = 5000
tensor(19.6917, device='cuda:0')
pval: 0.0010000000474974513 -- 1th test, time elapsed 3.7472007274627686 -- emperical power so far: 1.0
tensor(15.9879, device='cuda:0')
pval: 0.0020000000949949026 -- 2th test, time elapsed 3.737949848175049 -- emperical power so far: 1.0
tensor(10.2184, device='cuda:0')
pval: 0.017000000923871994 -- 3th test, time elapsed 3.7181615829467773 -- emperical power so far: 1.0
tensor(17.5574, device='cuda:0')
pval: 0.0010000000474974513 -- 4th test, time elapsed 3.737349271774292 -- emperical power so far: 1.0
tensor(9.0436, device='cuda:0')
pval: 0.03100000135600567 -- 5th test, time elapsed 3.9694085121154785 -- emperical power so far: 1.0
tensor(18.2000, device='cuda:0')
pval: 0.0010000000474974513 -- 6th test, time elapsed 3.7256908416748047 -- emperical power so far: 1.0
tensor(14.0079, device='cuda:0')
pval: 0.0010000000474974513 -- 7th test, time elapsed 3.7602627277374268 -- emperical power so far: 1.0
tensor(31.1125, device='cuda:0')
pval: 0.0010000000474974513 -- 8th test, time elapsed 3.771245002746582 -- emperical power so far: 1.0
tensor(10.0275, device='cuda:0')
pval: 0.02200000174343586 -- 9th test, time elapsed 3.806304454803467 -- emperical power so far: 1.0
tensor(14.3856, device='cuda:0')
pval: 0.006000000052154064 -- 10th test, time elapsed 3.754328727722168 -- emperical power so far: 1.0
tensor(25.0242, device='cuda:0')
pval: 0.0010000000474974513 -- 11th test, time elapsed 3.7397711277008057 -- emperical power so far: 1.0
tensor(12.4295, device='cuda:0')
pval: 0.006000000052154064 -- 12th test, time elapsed 3.7318811416625977 -- emperical power so far: 1.0
tensor(21.1080, device='cuda:0')
pval: 0.0010000000474974513 -- 13th test, time elapsed 3.7396464347839355 -- emperical power so far: 1.0
tensor(15.7325, device='cuda:0')
pval: 0.005000000353902578 -- 14th test, time elapsed 3.723944664001465 -- emperical power so far: 1.0
tensor(19.9684, device='cuda:0')
pval: 0.0010000000474974513 -- 15th test, time elapsed 3.7175652980804443 -- emperical power so far: 1.0
tensor(15.4129, device='cuda:0')
pval: 0.003000000026077032 -- 16th test, time elapsed 3.7493093013763428 -- emperical power so far: 1.0
tensor(15.5360, device='cuda:0')
pval: 0.0010000000474974513 -- 17th test, time elapsed 3.721190929412842 -- emperical power so far: 1.0
tensor(32.7005, device='cuda:0')
pval: 0.0010000000474974513 -- 18th test, time elapsed 3.75313401222229 -- emperical power so far: 1.0
tensor(19.8617, device='cuda:0')
pval: 0.0010000000474974513 -- 19th test, time elapsed 3.7120554447174072 -- emperical power so far: 1.0
tensor(17.8644, device='cuda:0')
pval: 0.003000000026077032 -- 20th test, time elapsed 3.731480121612549 -- emperical power so far: 1.0
tensor(28.1256, device='cuda:0')
pval: 0.0010000000474974513 -- 21th test, time elapsed 3.7915310859680176 -- emperical power so far: 1.0
tensor(56.2387, device='cuda:0')
pval: 0.0010000000474974513 -- 22th test, time elapsed 3.7548890113830566 -- emperical power so far: 1.0
tensor(21.2372, device='cuda:0')
pval: 0.0010000000474974513 -- 23th test, time elapsed 3.758326292037964 -- emperical power so far: 1.0
tensor(17.0251, device='cuda:0')
pval: 0.0010000000474974513 -- 24th test, time elapsed 3.775257110595703 -- emperical power so far: 1.0
tensor(19.1992, device='cuda:0')
pval: 0.0010000000474974513 -- 25th test, time elapsed 3.795839786529541 -- emperical power so far: 1.0
tensor(10.1408, device='cuda:0')
pval: 0.020000001415610313 -- 26th test, time elapsed 3.7935729026794434 -- emperical power so far: 1.0
tensor(23.6931, device='cuda:0')
pval: 0.0010000000474974513 -- 27th test, time elapsed 3.8038923740386963 -- emperical power so far: 1.0
tensor(10.4476, device='cuda:0')
pval: 0.018000001087784767 -- 28th test, time elapsed 3.743891954421997 -- emperical power so far: 1.0
tensor(20.5479, device='cuda:0')
pval: 0.0020000000949949026 -- 29th test, time elapsed 3.7250444889068604 -- emperical power so far: 1.0
tensor(25.7857, device='cuda:0')
pval: 0.0010000000474974513 -- 30th test, time elapsed 3.705570936203003 -- emperical power so far: 1.0
tensor(17.4855, device='cuda:0')
pval: 0.0020000000949949026 -- 31th test, time elapsed 3.7463033199310303 -- emperical power so far: 1.0
tensor(19.1471, device='cuda:0')
pval: 0.0010000000474974513 -- 32th test, time elapsed 3.722738742828369 -- emperical power so far: 1.0
tensor(19.1964, device='cuda:0')
pval: 0.0010000000474974513 -- 33th test, time elapsed 3.7432610988616943 -- emperical power so far: 1.0
tensor(31.6137, device='cuda:0')
pval: 0.0010000000474974513 -- 34th test, time elapsed 3.725189208984375 -- emperical power so far: 1.0
tensor(12.0504, device='cuda:0')
pval: 0.007000000216066837 -- 35th test, time elapsed 3.722583293914795 -- emperical power so far: 1.0
tensor(5.3947, device='cuda:0')
pval: 0.15200001001358032 -- 36th test, time elapsed 3.7691755294799805 -- emperical power so far: 0.9722222222222222
tensor(25.0173, device='cuda:0')
pval: 0.0010000000474974513 -- 37th test, time elapsed 3.844651937484741 -- emperical power so far: 0.972972972972973
tensor(19.7254, device='cuda:0')
pval: 0.0010000000474974513 -- 38th test, time elapsed 3.7094428539276123 -- emperical power so far: 0.9736842105263158
tensor(19.6658, device='cuda:0')
pval: 0.0010000000474974513 -- 39th test, time elapsed 3.7360126972198486 -- emperical power so far: 0.9743589743589743
tensor(24.6092, device='cuda:0')
pval: 0.0010000000474974513 -- 40th test, time elapsed 3.7326974868774414 -- emperical power so far: 0.975
tensor(19.2529, device='cuda:0')
pval: 0.0010000000474974513 -- 41th test, time elapsed 3.7097389698028564 -- emperical power so far: 0.975609756097561
tensor(9.0480, device='cuda:0')
pval: 0.036000002175569534 -- 42th test, time elapsed 3.716264486312866 -- emperical power so far: 0.9761904761904762
tensor(28.3896, device='cuda:0')
pval: 0.0010000000474974513 -- 43th test, time elapsed 3.6843109130859375 -- emperical power so far: 0.9767441860465116
tensor(13.8189, device='cuda:0')
pval: 0.007000000216066837 -- 44th test, time elapsed 3.708752393722534 -- emperical power so far: 0.9772727272727273
tensor(10.5965, device='cuda:0')
pval: 0.018000001087784767 -- 45th test, time elapsed 3.7642624378204346 -- emperical power so far: 0.9777777777777777
tensor(18.9364, device='cuda:0')
pval: 0.0020000000949949026 -- 46th test, time elapsed 3.8128767013549805 -- emperical power so far: 0.9782608695652174
tensor(5.2465, device='cuda:0')
pval: 0.16300000250339508 -- 47th test, time elapsed 3.7998483180999756 -- emperical power so far: 0.9574468085106383
tensor(18.6490, device='cuda:0')
pval: 0.0020000000949949026 -- 48th test, time elapsed 3.7885937690734863 -- emperical power so far: 0.9583333333333334
tensor(18.1305, device='cuda:0')
pval: 0.0010000000474974513 -- 49th test, time elapsed 3.7780678272247314 -- emperical power so far: 0.9591836734693877
tensor(8.1640, device='cuda:0')
pval: 0.03500000014901161 -- 50th test, time elapsed 3.8190343379974365 -- emperical power so far: 0.96
tensor(11.1059, device='cuda:0')
pval: 0.018000001087784767 -- 51th test, time elapsed 3.793959379196167 -- emperical power so far: 0.9607843137254902
tensor(19.2270, device='cuda:0')
pval: 0.0010000000474974513 -- 52th test, time elapsed 3.837702512741089 -- emperical power so far: 0.9615384615384616
tensor(14.8244, device='cuda:0')
pval: 0.005000000353902578 -- 53th test, time elapsed 3.7829504013061523 -- emperical power so far: 0.9622641509433962
tensor(6.0172, device='cuda:0')
pval: 0.11700000613927841 -- 54th test, time elapsed 3.833866596221924 -- emperical power so far: 0.9444444444444444
tensor(20.9855, device='cuda:0')
pval: 0.0010000000474974513 -- 55th test, time elapsed 3.7575507164001465 -- emperical power so far: 0.9454545454545454
tensor(27.4205, device='cuda:0')
pval: 0.0010000000474974513 -- 56th test, time elapsed 3.751718282699585 -- emperical power so far: 0.9464285714285714
tensor(6.9677, device='cuda:0')
pval: 0.06200000271201134 -- 57th test, time elapsed 3.7335751056671143 -- emperical power so far: 0.9298245614035088
tensor(6.8955, device='cuda:0')
pval: 0.08500000089406967 -- 58th test, time elapsed 3.7551767826080322 -- emperical power so far: 0.9137931034482759
tensor(18.6346, device='cuda:0')
pval: 0.004000000189989805 -- 59th test, time elapsed 3.749140501022339 -- emperical power so far: 0.9152542372881356
tensor(24.7000, device='cuda:0')
pval: 0.0010000000474974513 -- 60th test, time elapsed 3.7405970096588135 -- emperical power so far: 0.9166666666666666
tensor(11.5720, device='cuda:0')
pval: 0.010000000707805157 -- 61th test, time elapsed 3.724001169204712 -- emperical power so far: 0.9180327868852459
tensor(6.5911, device='cuda:0')
pval: 0.08700000494718552 -- 62th test, time elapsed 3.719041585922241 -- emperical power so far: 0.9032258064516129
tensor(8.1156, device='cuda:0')
pval: 0.0430000014603138 -- 63th test, time elapsed 3.7546873092651367 -- emperical power so far: 0.9047619047619048
tensor(4.7079, device='cuda:0')
pval: 0.19700001180171967 -- 64th test, time elapsed 3.755636692047119 -- emperical power so far: 0.890625
tensor(15.7506, device='cuda:0')
pval: 0.003000000026077032 -- 65th test, time elapsed 3.772942066192627 -- emperical power so far: 0.8923076923076924
tensor(19.6716, device='cuda:0')
pval: 0.0010000000474974513 -- 66th test, time elapsed 3.728997230529785 -- emperical power so far: 0.8939393939393939
tensor(19.7445, device='cuda:0')
pval: 0.0010000000474974513 -- 67th test, time elapsed 3.731651782989502 -- emperical power so far: 0.8955223880597015
tensor(12.2697, device='cuda:0')
pval: 0.01100000087171793 -- 68th test, time elapsed 3.7241311073303223 -- emperical power so far: 0.8970588235294118
tensor(12.5461, device='cuda:0')
pval: 0.009000000543892384 -- 69th test, time elapsed 3.7349154949188232 -- emperical power so far: 0.8985507246376812
tensor(18.4308, device='cuda:0')
pval: 0.0010000000474974513 -- 70th test, time elapsed 3.753662586212158 -- emperical power so far: 0.9
tensor(16.8137, device='cuda:0')
pval: 0.0010000000474974513 -- 71th test, time elapsed 3.7412242889404297 -- emperical power so far: 0.9014084507042254
tensor(22.2686, device='cuda:0')
pval: 0.0010000000474974513 -- 72th test, time elapsed 3.799067974090576 -- emperical power so far: 0.9027777777777778
tensor(16.1108, device='cuda:0')
pval: 0.003000000026077032 -- 73th test, time elapsed 3.7399988174438477 -- emperical power so far: 0.9041095890410958
tensor(22.4286, device='cuda:0')
pval: 0.0010000000474974513 -- 74th test, time elapsed 3.758315324783325 -- emperical power so far: 0.9054054054054054
tensor(16.7307, device='cuda:0')
pval: 0.0020000000949949026 -- 75th test, time elapsed 3.7304980754852295 -- emperical power so far: 0.9066666666666666
tensor(6.0095, device='cuda:0')
pval: 0.12300000339746475 -- 76th test, time elapsed 3.743126630783081 -- emperical power so far: 0.8947368421052632
tensor(25.0137, device='cuda:0')
pval: 0.0010000000474974513 -- 77th test, time elapsed 3.696565866470337 -- emperical power so far: 0.8961038961038961
tensor(25.3363, device='cuda:0')
pval: 0.0010000000474974513 -- 78th test, time elapsed 3.718329906463623 -- emperical power so far: 0.8974358974358975
tensor(12.0757, device='cuda:0')
pval: 0.010000000707805157 -- 79th test, time elapsed 3.6981747150421143 -- emperical power so far: 0.8987341772151899
tensor(20.0007, device='cuda:0')
pval: 0.0010000000474974513 -- 80th test, time elapsed 3.7600951194763184 -- emperical power so far: 0.9
tensor(17.2070, device='cuda:0')
pval: 0.0010000000474974513 -- 81th test, time elapsed 3.7309067249298096 -- emperical power so far: 0.9012345679012346
tensor(30.1411, device='cuda:0')
pval: 0.0010000000474974513 -- 82th test, time elapsed 3.7373270988464355 -- emperical power so far: 0.9024390243902439
tensor(11.1525, device='cuda:0')
pval: 0.015000000596046448 -- 83th test, time elapsed 3.7096312046051025 -- emperical power so far: 0.9036144578313253
tensor(25.8028, device='cuda:0')
pval: 0.0010000000474974513 -- 84th test, time elapsed 3.765991449356079 -- emperical power so far: 0.9047619047619048
tensor(22.1965, device='cuda:0')
pval: 0.0010000000474974513 -- 85th test, time elapsed 3.7041192054748535 -- emperical power so far: 0.9058823529411765
tensor(32.4307, device='cuda:0')
pval: 0.0010000000474974513 -- 86th test, time elapsed 3.7543084621429443 -- emperical power so far: 0.9069767441860465
tensor(29.5565, device='cuda:0')
pval: 0.0010000000474974513 -- 87th test, time elapsed 3.6976048946380615 -- emperical power so far: 0.9080459770114943
tensor(33.0588, device='cuda:0')
pval: 0.0010000000474974513 -- 88th test, time elapsed 3.7387752532958984 -- emperical power so far: 0.9090909090909091
tensor(22.7311, device='cuda:0')
pval: 0.0010000000474974513 -- 89th test, time elapsed 3.7217626571655273 -- emperical power so far: 0.9101123595505618
tensor(12.7158, device='cuda:0')
pval: 0.006000000052154064 -- 90th test, time elapsed 3.7254538536071777 -- emperical power so far: 0.9111111111111111
tensor(18.8224, device='cuda:0')
pval: 0.0010000000474974513 -- 91th test, time elapsed 3.7245676517486572 -- emperical power so far: 0.9120879120879121
tensor(11.3261, device='cuda:0')
pval: 0.014000000432133675 -- 92th test, time elapsed 3.716405153274536 -- emperical power so far: 0.9130434782608695
tensor(22.2895, device='cuda:0')
pval: 0.0010000000474974513 -- 93th test, time elapsed 3.7190780639648438 -- emperical power so far: 0.9139784946236559
tensor(19.4749, device='cuda:0')
pval: 0.0010000000474974513 -- 94th test, time elapsed 3.6865334510803223 -- emperical power so far: 0.9148936170212766
tensor(16.4043, device='cuda:0')
pval: 0.0020000000949949026 -- 95th test, time elapsed 3.7133023738861084 -- emperical power so far: 0.9157894736842105
tensor(16.3503, device='cuda:0')
pval: 0.0010000000474974513 -- 96th test, time elapsed 3.702277183532715 -- emperical power so far: 0.9166666666666666
tensor(19.9072, device='cuda:0')
pval: 0.0010000000474974513 -- 97th test, time elapsed 3.7214620113372803 -- emperical power so far: 0.9175257731958762
tensor(8.1873, device='cuda:0')
pval: 0.03800000250339508 -- 98th test, time elapsed 3.6997084617614746 -- emperical power so far: 0.9183673469387755
tensor(15.3255, device='cuda:0')
pval: 0.003000000026077032 -- 99th test, time elapsed 3.7522740364074707 -- emperical power so far: 0.9191919191919192
tensor(16.2434, device='cuda:0')
pval: 0.0020000000949949026 -- 100th test, time elapsed 3.7780001163482666 -- emperical power so far: 0.92
tensor(20.9680, device='cuda:0')
pval: 0.0010000000474974513 -- 101th test, time elapsed 3.9395334720611572 -- emperical power so far: 0.9207920792079208
tensor(43.6034, device='cuda:0')
pval: 0.0010000000474974513 -- 102th test, time elapsed 3.8035311698913574 -- emperical power so far: 0.9215686274509803
tensor(8.1418, device='cuda:0')
pval: 0.046000003814697266 -- 103th test, time elapsed 3.7729809284210205 -- emperical power so far: 0.9223300970873787
tensor(22.6989, device='cuda:0')
pval: 0.0010000000474974513 -- 104th test, time elapsed 3.7533257007598877 -- emperical power so far: 0.9230769230769231
tensor(26.2332, device='cuda:0')
pval: 0.0010000000474974513 -- 105th test, time elapsed 3.744462251663208 -- emperical power so far: 0.9238095238095239
tensor(30.7998, device='cuda:0')
pval: 0.0010000000474974513 -- 106th test, time elapsed 3.735283374786377 -- emperical power so far: 0.9245283018867925
tensor(18.8961, device='cuda:0')
pval: 0.0010000000474974513 -- 107th test, time elapsed 3.7343719005584717 -- emperical power so far: 0.9252336448598131
tensor(22.1864, device='cuda:0')
pval: 0.0010000000474974513 -- 108th test, time elapsed 3.7225751876831055 -- emperical power so far: 0.9259259259259259
tensor(12.8122, device='cuda:0')
pval: 0.007000000216066837 -- 109th test, time elapsed 3.7102394104003906 -- emperical power so far: 0.926605504587156
tensor(32.7866, device='cuda:0')
pval: 0.0010000000474974513 -- 110th test, time elapsed 3.7304060459136963 -- emperical power so far: 0.9272727272727272
tensor(21.1653, device='cuda:0')
pval: 0.0010000000474974513 -- 111th test, time elapsed 3.762058973312378 -- emperical power so far: 0.9279279279279279
tensor(27.3846, device='cuda:0')
pval: 0.0010000000474974513 -- 112th test, time elapsed 3.749420642852783 -- emperical power so far: 0.9285714285714286
tensor(15.2484, device='cuda:0')
pval: 0.0020000000949949026 -- 113th test, time elapsed 3.732841968536377 -- emperical power so far: 0.9292035398230089
tensor(24.5981, device='cuda:0')
pval: 0.0010000000474974513 -- 114th test, time elapsed 3.714064836502075 -- emperical power so far: 0.9298245614035088
tensor(27.6522, device='cuda:0')
pval: 0.0010000000474974513 -- 115th test, time elapsed 3.727640151977539 -- emperical power so far: 0.9304347826086956
tensor(9.1286, device='cuda:0')
pval: 0.02500000037252903 -- 116th test, time elapsed 3.7011725902557373 -- emperical power so far: 0.9310344827586207
tensor(8.1028, device='cuda:0')
