cuda:1
lapu_ell2
privacy level = 1.0
tensor([0.2100, 0.2900, 0.2100, 0.2900])
tensor([0.2900, 0.2100, 0.2900, 0.2100])


#########################################
sample size = 2000
tensor(0.0055, device='cuda:1')
tensor(0.0027, device='cuda:1')
pval: 0.0010000000474974513 -- 154th test, time elapsed 2.846466302871704 -- emperical power so far: 0.9675324675324676
tensor(0.0029, device='cuda:1')
pval: 0.0010000000474974513 -- 155th test, time elapsed 2.894850015640259 -- emperical power so far: 0.967741935483871
tensor(0.0029, device='cuda:1')
pval: 0.0010000000474974513 -- 156th test, time elapsed 2.855459451675415 -- emperical power so far: 0.967948717948718
tensor(0.0040, device='cuda:1')
pval: 0.0010000000474974513 -- 157th test, time elapsed 2.876732587814331 -- emperical power so far: 0.9681528662420382
tensor(0.0024, device='cuda:1')
pval: 0.0010000000474974513 -- 158th test, time elapsed 2.835336923599243 -- emperical power so far: 0.9683544303797469
tensor(0.0025, device='cuda:1')
pval: 0.0010000000474974513 -- 159th test, time elapsed 2.852175235748291 -- emperical power so far: 0.9685534591194969
tensor(0.0038, device='cuda:1')
pval: 0.0010000000474974513 -- 160th test, time elapsed 2.869093894958496 -- emperical power so far: 0.96875
tensor(0.0013, device='cuda:1')
pval: 0.005000000353902578 -- 161th test, time elapsed 2.840916156768799 -- emperical power so far: 0.968944099378882
tensor(0.0034, device='cuda:1')
pval: 0.0010000000474974513 -- 162th test, time elapsed 2.8794209957122803 -- emperical power so far: 0.9691358024691358
tensor(0.0039, device='cuda:1')
pval: 0.0010000000474974513 -- 163th test, time elapsed 2.854020595550537 -- emperical power so far: 0.9693251533742331
tensor(0.0046, device='cuda:1')
pval: 0.0010000000474974513 -- 164th test, time elapsed 2.872670888900757 -- emperical power so far: 0.9695121951219512
tensor(0.0015, device='cuda:1')
pval: 0.0020000000949949026 -- 165th test, time elapsed 2.865004777908325 -- emperical power so far: 0.9696969696969697
tensor(0.0026, device='cuda:1')
pval: 0.0010000000474974513 -- 166th test, time elapsed 2.8744218349456787 -- emperical power so far: 0.9698795180722891
tensor(0.0031, device='cuda:1')
pval: 0.0010000000474974513 -- 167th test, time elapsed 2.9809927940368652 -- emperical power so far: 0.9700598802395209
tensor(0.0033, device='cuda:1')
pval: 0.0010000000474974513 -- 168th test, time elapsed 2.895866632461548 -- emperical power so far: 0.9702380952380952
tensor(0.0038, device='cuda:1')
pval: 0.0010000000474974513 -- 169th test, time elapsed 2.8586151599884033 -- emperical power so far: 0.9704142011834319
tensor(0.0018, device='cuda:1')
pval: 0.0020000000949949026 -- 170th test, time elapsed 2.9210739135742188 -- emperical power so far: 0.9705882352941176
tensor(0.0041, device='cuda:1')
pval: 0.0010000000474974513 -- 171th test, time elapsed 2.8721768856048584 -- emperical power so far: 0.9707602339181286
tensor(0.0031, device='cuda:1')
pval: 0.0010000000474974513 -- 172th test, time elapsed 2.8640377521514893 -- emperical power so far: 0.9709302325581395
tensor(0.0016, device='cuda:1')
pval: 0.0010000000474974513 -- 173th test, time elapsed 2.845587730407715 -- emperical power so far: 0.9710982658959537
tensor(0.0007, device='cuda:1')
pval: 0.029000001028180122 -- 174th test, time elapsed 2.9055283069610596 -- emperical power so far: 0.9712643678160919
tensor(0.0029, device='cuda:1')
pval: 0.0010000000474974513 -- 175th test, time elapsed 2.895681619644165 -- emperical power so far: 0.9714285714285714
tensor(0.0018, device='cuda:1')
pval: 0.0010000000474974513 -- 176th test, time elapsed 2.874476432800293 -- emperical power so far: 0.9715909090909091
tensor(0.0031, device='cuda:1')
pval: 0.0010000000474974513 -- 177th test, time elapsed 2.8874950408935547 -- emperical power so far: 0.9717514124293786
tensor(0.0047, device='cuda:1')
pval: 0.0010000000474974513 -- 178th test, time elapsed 2.883877754211426 -- emperical power so far: 0.9719101123595506
tensor(0.0018, device='cuda:1')
pval: 0.0010000000474974513 -- 179th test, time elapsed 2.846769094467163 -- emperical power so far: 0.9720670391061452
tensor(0.0010, device='cuda:1')
pval: 0.014000000432133675 -- 180th test, time elapsed 2.845661163330078 -- emperical power so far: 0.9722222222222222
tensor(0.0016, device='cuda:1')
pval: 0.003000000026077032 -- 181th test, time elapsed 2.8933568000793457 -- emperical power so far: 0.9723756906077348
tensor(0.0017, device='cuda:1')
pval: 0.005000000353902578 -- 182th test, time elapsed 2.8244290351867676 -- emperical power so far: 0.9725274725274725
tensor(0.0033, device='cuda:1')
pval: 0.0010000000474974513 -- 183th test, time elapsed 2.6883046627044678 -- emperical power so far: 0.9726775956284153
tensor(0.0013, device='cuda:1')
pval: 0.0020000000949949026 -- 184th test, time elapsed 2.717867136001587 -- emperical power so far: 0.9728260869565217
tensor(0.0030, device='cuda:1')
pval: 0.0010000000474974513 -- 185th test, time elapsed 2.9320192337036133 -- emperical power so far: 0.972972972972973
tensor(0.0011, device='cuda:1')
pval: 0.00800000037997961 -- 186th test, time elapsed 2.8549964427948 -- emperical power so far: 0.9731182795698925
tensor(0.0013, device='cuda:1')
pval: 0.009000000543892384 -- 187th test, time elapsed 2.910371780395508 -- emperical power so far: 0.9732620320855615
tensor(0.0015, device='cuda:1')
pval: 0.0010000000474974513 -- 188th test, time elapsed 2.850829601287842 -- emperical power so far: 0.973404255319149
tensor(0.0036, device='cuda:1')
pval: 0.0010000000474974513 -- 189th test, time elapsed 2.9306704998016357 -- emperical power so far: 0.9735449735449735
tensor(0.0038, device='cuda:1')
pval: 0.0010000000474974513 -- 190th test, time elapsed 2.8552675247192383 -- emperical power so far: 0.9736842105263158
tensor(0.0027, device='cuda:1')
pval: 0.0010000000474974513 -- 191th test, time elapsed 2.840979814529419 -- emperical power so far: 0.9738219895287958
tensor(0.0011, device='cuda:1')
pval: 0.007000000216066837 -- 192th test, time elapsed 2.8854548931121826 -- emperical power so far: 0.9739583333333334
tensor(0.0012, device='cuda:1')
pval: 0.006000000052154064 -- 193th test, time elapsed 2.866691827774048 -- emperical power so far: 0.9740932642487047
tensor(0.0017, device='cuda:1')
pval: 0.0010000000474974513 -- 194th test, time elapsed 2.8984925746917725 -- emperical power so far: 0.9742268041237113
tensor(0.0010, device='cuda:1')
pval: 0.013000000268220901 -- 195th test, time elapsed 2.8720061779022217 -- emperical power so far: 0.9743589743589743
tensor(0.0009, device='cuda:1')
pval: 0.020000001415610313 -- 196th test, time elapsed 2.881284236907959 -- emperical power so far: 0.9744897959183674
tensor(0.0030, device='cuda:1')
pval: 0.0010000000474974513 -- 197th test, time elapsed 2.8657689094543457 -- emperical power so far: 0.9746192893401016
tensor(0.0022, device='cuda:1')
pval: 0.0010000000474974513 -- 198th test, time elapsed 2.924243927001953 -- emperical power so far: 0.9747474747474747
tensor(0.0010, device='cuda:1')
pval: 0.006000000052154064 -- 199th test, time elapsed 2.890510320663452 -- emperical power so far: 0.9748743718592965
tensor(0.0021, device='cuda:1')
pval: 0.0010000000474974513 -- 200th test, time elapsed 2.9082603454589844 -- emperical power so far: 0.975
574.5366268157959


#########################################
sample size = 6000
tensor(0.0019, device='cuda:1')
pval: 0.0010000000474974513 -- 1th test, time elapsed 3.317525863647461 -- emperical power so far: 1.0
tensor(0.0028, device='cuda:1')
pval: 0.0010000000474974513 -- 2th test, time elapsed 3.2688448429107666 -- emperical power so far: 1.0
tensor(0.0032, device='cuda:1')
pval: 0.0010000000474974513 -- 3th test, time elapsed 3.2935895919799805 -- emperical power so far: 1.0
tensor(0.0037, device='cuda:1')
pval: 0.0010000000474974513 -- 4th test, time elapsed 3.2522754669189453 -- emperical power so far: 1.0
tensor(0.0022, device='cuda:1')
pval: 0.0010000000474974513 -- 5th test, time elapsed 3.299367666244507 -- emperical power so far: 1.0
tensor(0.0031, device='cuda:1')
pval: 0.0010000000474974513 -- 6th test, time elapsed 3.2726802825927734 -- emperical power so far: 1.0
tensor(0.0015, device='cuda:1')
pval: 0.0010000000474974513 -- 7th test, time elapsed 3.29974627494812 -- emperical power so far: 1.0
tensor(0.0026, device='cuda:1')
pval: 0.0010000000474974513 -- 8th test, time elapsed 3.2550036907196045 -- emperical power so far: 1.0
tensor(0.0031, device='cuda:1')
pval: 0.0010000000474974513 -- 9th test, time elapsed 3.2703840732574463 -- emperical power so far: 1.0
tensor(0.0044, device='cuda:1')
pval: 0.0010000000474974513 -- 10th test, time elapsed 3.2776222229003906 -- emperical power so far: 1.0
tensor(0.0028, device='cuda:1')
pval: 0.0010000000474974513 -- 11th test, time elapsed 3.3247063159942627 -- emperical power so far: 1.0
tensor(0.0012, device='cuda:1')
pval: 0.003000000026077032 -- 12th test, time elapsed 3.2464492321014404 -- emperical power so far: 1.0
tensor(0.0036, device='cuda:1')
pval: 0.0010000000474974513 -- 13th test, time elapsed 3.2770261764526367 -- emperical power so far: 1.0
tensor(0.0024, device='cuda:1')
pval: 0.0010000000474974513 -- 14th test, time elapsed 3.261824131011963 -- emperical power so far: 1.0
tensor(0.0021, device='cuda:1')
pval: 0.0010000000474974513 -- 15th test, time elapsed 3.312312364578247 -- emperical power so far: 1.0
tensor(0.0012, device='cuda:1')
pval: 0.0010000000474974513 -- 16th test, time elapsed 3.2463879585266113 -- emperical power so far: 1.0
tensor(0.0017, device='cuda:1')
pval: 0.0010000000474974513 -- 17th test, time elapsed 3.286668062210083 -- emperical power so far: 1.0
tensor(0.0026, device='cuda:1')
pval: 0.0010000000474974513 -- 18th test, time elapsed 3.2787024974823 -- emperical power so far: 1.0
tensor(0.0025, device='cuda:1')
pval: 0.0010000000474974513 -- 19th test, time elapsed 3.31827712059021 -- emperical power so far: 1.0
tensor(0.0020, device='cuda:1')
pval: 0.0010000000474974513 -- 20th test, time elapsed 3.2452144622802734 -- emperical power so far: 1.0
tensor(0.0029, device='cuda:1')
pval: 0.0010000000474974513 -- 21th test, time elapsed 3.2784688472747803 -- emperical power so far: 1.0
tensor(0.0010, device='cuda:1')
pval: 0.005000000353902578 -- 22th test, time elapsed 3.3499200344085693 -- emperical power so far: 1.0
tensor(0.0014, device='cuda:1')
pval: 0.0010000000474974513 -- 23th test, time elapsed 3.273230791091919 -- emperical power so far: 1.0
tensor(0.0031, device='cuda:1')
pval: 0.0010000000474974513 -- 24th test, time elapsed 3.2592666149139404 -- emperical power so far: 1.0
tensor(0.0024, device='cuda:1')
pval: 0.0010000000474974513 -- 25th test, time elapsed 3.30615234375 -- emperical power so far: 1.0
tensor(0.0011, device='cuda:1')
pval: 0.0010000000474974513 -- 26th test, time elapsed 3.277811050415039 -- emperical power so far: 1.0
tensor(0.0030, device='cuda:1')
pval: 0.0010000000474974513 -- 27th test, time elapsed 3.293255090713501 -- emperical power so far: 1.0
tensor(0.0024, device='cuda:1')
pval: 0.0010000000474974513 -- 28th test, time elapsed 3.266789436340332 -- emperical power so far: 1.0
tensor(0.0019, device='cuda:1')
pval: 0.0010000000474974513 -- 29th test, time elapsed 3.3184080123901367 -- emperical power so far: 1.0
tensor(0.0017, device='cuda:1')
pval: 0.0010000000474974513 -- 30th test, time elapsed 3.2635371685028076 -- emperical power so far: 1.0
tensor(0.0011, device='cuda:1')
pval: 0.0020000000949949026 -- 31th test, time elapsed 3.276036262512207 -- emperical power so far: 1.0
tensor(0.0014, device='cuda:1')
pval: 0.0010000000474974513 -- 32th test, time elapsed 3.2754461765289307 -- emperical power so far: 1.0
tensor(0.0029, device='cuda:1')
pval: 0.0010000000474974513 -- 33th test, time elapsed 3.3109805583953857 -- emperical power so far: 1.0
tensor(0.0008, device='cuda:1')
pval: 0.007000000216066837 -- 34th test, time elapsed 3.237483501434326 -- emperical power so far: 1.0
tensor(0.0019, device='cuda:1')
pval: 0.0010000000474974513 -- 35th test, time elapsed 3.290255069732666 -- emperical power so far: 1.0
tensor(0.0016, device='cuda:1')
pval: 0.0010000000474974513 -- 36th test, time elapsed 3.250946044921875 -- emperical power so far: 1.0
tensor(0.0013, device='cuda:1')
pval: 0.0010000000474974513 -- 37th test, time elapsed 3.2868101596832275 -- emperical power so far: 1.0
tensor(0.0021, device='cuda:1')
pval: 0.0010000000474974513 -- 38th test, time elapsed 3.2545652389526367 -- emperical power so far: 1.0
tensor(0.0021, device='cuda:1')
pval: 0.0010000000474974513 -- 39th test, time elapsed 3.2739012241363525 -- emperical power so far: 1.0
tensor(0.0016, device='cuda:1')
pval: 0.0010000000474974513 -- 40th test, time elapsed 3.263115644454956 -- emperical power so far: 1.0
tensor(0.0024, device='cuda:1')
pval: 0.0010000000474974513 -- 41th test, time elapsed 3.324284076690674 -- emperical power so far: 1.0
tensor(0.0019, device='cuda:1')
pval: 0.0010000000474974513 -- 42th test, time elapsed 3.32035756111145 -- emperical power so far: 1.0
tensor(0.0012, device='cuda:1')
pval: 0.0010000000474974513 -- 43th test, time elapsed 3.2158780097961426 -- emperical power so far: 1.0
tensor(0.0039, device='cuda:1')
pval: 0.0010000000474974513 -- 44th test, time elapsed 3.285127639770508 -- emperical power so far: 1.0
tensor(0.0016, device='cuda:1')
pval: 0.0010000000474974513 -- 45th test, time elapsed 3.1316637992858887 -- emperical power so far: 1.0
tensor(0.0010, device='cuda:1')
pval: 0.003000000026077032 -- 46th test, time elapsed 3.164128065109253 -- emperical power so far: 1.0
tensor(0.0034, device='cuda:1')
pval: 0.0010000000474974513 -- 47th test, time elapsed 3.3520865440368652 -- emperical power so far: 1.0
tensor(0.0009, device='cuda:1')
pval: 0.006000000052154064 -- 48th test, time elapsed 3.271507501602173 -- emperical power so far: 1.0
tensor(0.0041, device='cuda:1')
pval: 0.0010000000474974513 -- 49th test, time elapsed 3.129347324371338 -- emperical power so far: 1.0
tensor(0.0023, device='cuda:1')
pval: 0.0010000000474974513 -- 50th test, time elapsed 3.124149799346924 -- emperical power so far: 1.0
tensor(0.0038, device='cuda:1')
pval: 0.0010000000474974513 -- 51th test, time elapsed 3.096707820892334 -- emperical power so far: 1.0
tensor(0.0023, device='cuda:1')
pval: 0.0010000000474974513 -- 52th test, time elapsed 3.0987844467163086 -- emperical power so far: 1.0
tensor(0.0025, device='cuda:1')
pval: 0.0010000000474974513 -- 53th test, time elapsed 3.1545605659484863 -- emperical power so far: 1.0
tensor(0.0020, device='cuda:1')
pval: 0.0010000000474974513 -- 54th test, time elapsed 3.1281304359436035 -- emperical power so far: 1.0
tensor(0.0029, device='cuda:1')
pval: 0.0010000000474974513 -- 55th test, time elapsed 3.134213447570801 -- emperical power so far: 1.0
tensor(0.0010, device='cuda:1')
pval: 0.0020000000949949026 -- 56th test, time elapsed 3.1575241088867188 -- emperical power so far: 1.0
tensor(0.0016, device='cuda:1')
pval: 0.0010000000474974513 -- 57th test, time elapsed 3.133944511413574 -- emperical power so far: 1.0
tensor(0.0030, device='cuda:1')
pval: 0.0010000000474974513 -- 58th test, time elapsed 3.11332368850708 -- emperical power so far: 1.0
tensor(0.0019, device='cuda:1')
pval: 0.0010000000474974513 -- 59th test, time elapsed 3.1055045127868652 -- emperical power so far: 1.0
tensor(0.0014, device='cuda:1')
pval: 0.0010000000474974513 -- 60th test, time elapsed 3.138949394226074 -- emperical power so far: 1.0
tensor(0.0037, device='cuda:1')
pval: 0.0010000000474974513 -- 61th test, time elapsed 3.1705451011657715 -- emperical power so far: 1.0
tensor(0.0015, device='cuda:1')
pval: 0.0010000000474974513 -- 62th test, time elapsed 3.141108512878418 -- emperical power so far: 1.0
tensor(0.0017, device='cuda:1')
pval: 0.0010000000474974513 -- 63th test, time elapsed 3.2530572414398193 -- emperical power so far: 1.0
tensor(0.0027, device='cuda:1')
pval: 0.0010000000474974513 -- 64th test, time elapsed 3.283017158508301 -- emperical power so far: 1.0
tensor(0.0031, device='cuda:1')
pval: 0.0010000000474974513 -- 65th test, time elapsed 3.1267154216766357 -- emperical power so far: 1.0
tensor(0.0015, device='cuda:1')
pval: 0.0010000000474974513 -- 66th test, time elapsed 3.130174398422241 -- emperical power so far: 1.0
tensor(0.0022, device='cuda:1')
pval: 0.0010000000474974513 -- 67th test, time elapsed 3.1449952125549316 -- emperical power so far: 1.0
tensor(0.0051, device='cuda:1')
pval: 0.0010000000474974513 -- 68th test, time elapsed 3.157116174697876 -- emperical power so far: 1.0
tensor(0.0017, device='cuda:1')
pval: 0.0010000000474974513 -- 69th test, time elapsed 3.134009599685669 -- emperical power so far: 1.0
tensor(0.0017, device='cuda:1')
pval: 0.0010000000474974513 -- 70th test, time elapsed 3.125483989715576 -- emperical power so far: 1.0
tensor(0.0022, device='cuda:1')
pval: 0.0010000000474974513 -- 71th test, time elapsed 3.1462485790252686 -- emperical power so far: 1.0
tensor(0.0026, device='cuda:1')
pval: 0.0010000000474974513 -- 72th test, time elapsed 3.215688467025757 -- emperical power so far: 1.0
tensor(0.0050, device='cuda:1')
pval: 0.0010000000474974513 -- 73th test, time elapsed 3.1945109367370605 -- emperical power so far: 1.0
tensor(0.0030, device='cuda:1')
pval: 0.0010000000474974513 -- 74th test, time elapsed 3.1280770301818848 -- emperical power so far: 1.0
tensor(0.0010, device='cuda:1')
pval: 0.004000000189989805 -- 75th test, time elapsed 3.299438238143921 -- emperical power so far: 1.0
tensor(0.0022, device='cuda:1')
pval: 0.0010000000474974513 -- 76th test, time elapsed 3.1401026248931885 -- emperical power so far: 1.0
tensor(0.0020, device='cuda:1')
pval: 0.0010000000474974513 -- 77th test, time elapsed 3.0771868228912354 -- emperical power so far: 1.0
tensor(0.0031, device='cuda:1')
pval: 0.0010000000474974513 -- 78th test, time elapsed 3.365652322769165 -- emperical power so far: 1.0
tensor(0.0018, device='cuda:1')
pval: 0.0010000000474974513 -- 79th test, time elapsed 3.249701499938965 -- emperical power so far: 1.0
tensor(0.0008, device='cuda:1')
pval: 0.00800000037997961 -- 80th test, time elapsed 3.1311075687408447 -- emperical power so far: 1.0
tensor(0.0021, device='cuda:1')
pval: 0.0010000000474974513 -- 81th test, time elapsed 3.1339938640594482 -- emperical power so far: 1.0
tensor(0.0022, device='cuda:1')
pval: 0.0010000000474974513 -- 82th test, time elapsed 3.1459007263183594 -- emperical power so far: 1.0
tensor(0.0016, device='cuda:1')
pval: 0.0010000000474974513 -- 83th test, time elapsed 3.1529130935668945 -- emperical power so far: 1.0
tensor(0.0020, device='cuda:1')
pval: 0.0010000000474974513 -- 84th test, time elapsed 3.1238343715667725 -- emperical power so far: 1.0
tensor(0.0027, device='cuda:1')
pval: 0.0020000000949949026 -- 85th test, time elapsed 3.343291997909546 -- emperical power so far: 1.0
tensor(0.0012, device='cuda:1')
pval: 0.003000000026077032 -- 86th test, time elapsed 3.253009796142578 -- emperical power so far: 1.0
tensor(0.0020, device='cuda:1')
pval: 0.0010000000474974513 -- 87th test, time elapsed 3.2953827381134033 -- emperical power so far: 1.0
tensor(0.0025, device='cuda:1')
pval: 0.0010000000474974513 -- 88th test, time elapsed 3.2183985710144043 -- emperical power so far: 1.0
tensor(0.0025, device='cuda:1')
pval: 0.0010000000474974513 -- 89th test, time elapsed 3.1204826831817627 -- emperical power so far: 1.0
tensor(0.0013, device='cuda:1')
pval: 0.0010000000474974513 -- 90th test, time elapsed 3.3214075565338135 -- emperical power so far: 1.0
tensor(0.0018, device='cuda:1')
pval: 0.0010000000474974513 -- 91th test, time elapsed 3.26120662689209 -- emperical power so far: 1.0
tensor(0.0023, device='cuda:1')
pval: 0.0010000000474974513 -- 92th test, time elapsed 3.3004026412963867 -- emperical power so far: 1.0
tensor(0.0029, device='cuda:1')
pval: 0.0010000000474974513 -- 93th test, time elapsed 3.2613673210144043 -- emperical power so far: 1.0
tensor(0.0017, device='cuda:1')
pval: 0.0010000000474974513 -- 94th test, time elapsed 3.3049721717834473 -- emperical power so far: 1.0
tensor(0.0024, device='cuda:1')
pval: 0.0010000000474974513 -- 95th test, time elapsed 3.3169562816619873 -- emperical power so far: 1.0
tensor(0.0021, device='cuda:1')
pval: 0.0010000000474974513 -- 96th test, time elapsed 3.2424967288970947 -- emperical power so far: 1.0
tensor(0.0024, device='cuda:1')
pval: 0.0010000000474974513 -- 97th test, time elapsed 3.1224381923675537 -- emperical power so far: 1.0
tensor(0.0033, device='cuda:1')
pval: 0.0010000000474974513 -- 98th test, time elapsed 3.132345676422119 -- emperical power so far: 1.0
tensor(0.0006, device='cuda:1')
pval: 0.020000001415610313 -- 99th test, time elapsed 3.154679775238037 -- emperical power so far: 1.0
tensor(0.0014, device='cuda:1')
pval: 0.0010000000474974513 -- 100th test, time elapsed 3.1468987464904785 -- emperical power so far: 1.0
tensor(0.0025, device='cuda:1')
pval: 0.0010000000474974513 -- 101th test, time elapsed 3.177133321762085 -- emperical power so far: 1.0
tensor(0.0012, device='cuda:1')
pval: 0.0010000000474974513 -- 102th test, time elapsed 3.1694488525390625 -- emperical power so far: 1.0
tensor(0.0026, device='cuda:1')
pval: 0.0010000000474974513 -- 103th test, time elapsed 3.138331890106201 -- emperical power so far: 1.0
tensor(0.0013, device='cuda:1')
pval: 0.0020000000949949026 -- 104th test, time elapsed 3.1526594161987305 -- emperical power so far: 1.0
tensor(0.0030, device='cuda:1')
pval: 0.0010000000474974513 -- 105th test, time elapsed 3.1352453231811523 -- emperical power so far: 1.0
tensor(0.0038, device='cuda:1')
pval: 0.0010000000474974513 -- 106th test, time elapsed 3.161111831665039 -- emperical power so far: 1.0
tensor(0.0016, device='cuda:1')
pval: 0.0010000000474974513 -- 107th test, time elapsed 3.1114768981933594 -- emperical power so far: 1.0
tensor(0.0017, device='cuda:1')
pval: 0.0010000000474974513 -- 108th test, time elapsed 3.100492000579834 -- emperical power so far: 1.0
tensor(0.0007, device='cuda:1')
pval: 0.00800000037997961 -- 109th test, time elapsed 3.1441919803619385 -- emperical power so far: 1.0
tensor(0.0026, device='cuda:1')
pval: 0.0010000000474974513 -- 110th test, time elapsed 3.1415979862213135 -- emperical power so far: 1.0
tensor(0.0024, device='cuda:1')
pval: 0.0010000000474974513 -- 111th test, time elapsed 3.119980812072754 -- emperical power so far: 1.0
tensor(0.0012, device='cuda:1')
pval: 0.0020000000949949026 -- 112th test, time elapsed 3.1119184494018555 -- emperical power so far: 1.0
tensor(0.0019, device='cuda:1')
pval: 0.0010000000474974513 -- 113th test, time elapsed 3.1115810871124268 -- emperical power so far: 1.0
tensor(0.0028, device='cuda:1')
pval: 0.0010000000474974513 -- 114th test, time elapsed 3.130402088165283 -- emperical power so far: 1.0
tensor(0.0019, device='cuda:1')
pval: 0.0010000000474974513 -- 115th test, time elapsed 3.189335823059082 -- emperical power so far: 1.0
tensor(0.0028, device='cuda:1')
pval: 0.0010000000474974513 -- 116th test, time elapsed 3.1253268718719482 -- emperical power so far: 1.0
tensor(0.0020, device='cuda:1')
pval: 0.0010000000474974513 -- 117th test, time elapsed 3.1543667316436768 -- emperical power so far: 1.0
tensor(0.0032, device='cuda:1')
pval: 0.0010000000474974513 -- 118th test, time elapsed 3.162641763687134 -- emperical power so far: 1.0
tensor(0.0028, device='cuda:1')
pval: 0.0010000000474974513 -- 119th test, time elapsed 3.175339937210083 -- emperical power so far: 1.0
tensor(0.0028, device='cuda:1')
pval: 0.0010000000474974513 -- 120th test, time elapsed 3.131910562515259 -- emperical power so far: 1.0
tensor(0.0025, device='cuda:1')
pval: 0.0010000000474974513 -- 121th test, time elapsed 3.1227447986602783 -- emperical power so far: 1.0
tensor(0.0021, device='cuda:1')
pval: 0.0010000000474974513 -- 122th test, time elapsed 3.1136159896850586 -- emperical power so far: 1.0
tensor(0.0026, device='cuda:1')
pval: 0.0010000000474974513 -- 123th test, time elapsed 3.1483237743377686 -- emperical power so far: 1.0
tensor(0.0012, device='cuda:1')
pval: 0.0020000000949949026 -- 124th test, time elapsed 3.1347849369049072 -- emperical power so far: 1.0
tensor(0.0012, device='cuda:1')
pval: 0.0020000000949949026 -- 125th test, time elapsed 3.1443910598754883 -- emperical power so far: 1.0
tensor(0.0022, device='cuda:1')
pval: 0.0010000000474974513 -- 126th test, time elapsed 3.1431353092193604 -- emperical power so far: 1.0
tensor(0.0012, device='cuda:1')
pval: 0.0020000000949949026 -- 127th test, time elapsed 3.2936415672302246 -- emperical power so far: 1.0
tensor(0.0017, device='cuda:1')
pval: 0.0010000000474974513 -- 128th test, time elapsed 3.136979103088379 -- emperical power so far: 1.0
tensor(0.0013, device='cuda:1')
pval: 0.0020000000949949026 -- 129th test, time elapsed 3.126986265182495 -- emperical power so far: 1.0
tensor(0.0049, device='cuda:1')
pval: 0.0010000000474974513 -- 130th test, time elapsed 3.1194279193878174 -- emperical power so far: 1.0
tensor(0.0016, device='cuda:1')
pval: 0.0010000000474974513 -- 131th test, time elapsed 3.138542652130127 -- emperical power so far: 1.0
tensor(0.0009, device='cuda:1')
pval: 0.0020000000949949026 -- 132th test, time elapsed 3.1477413177490234 -- emperical power so far: 1.0
tensor(0.0015, device='cuda:1')
pval: 0.0010000000474974513 -- 133th test, time elapsed 3.146897315979004 -- emperical power so far: 1.0
tensor(0.0031, device='cuda:1')
pval: 0.0010000000474974513 -- 134th test, time elapsed 3.1412854194641113 -- emperical power so far: 1.0
tensor(0.0023, device='cuda:1')
pval: 0.0010000000474974513 -- 135th test, time elapsed 3.1323351860046387 -- emperical power so far: 1.0
tensor(0.0019, device='cuda:1')
pval: 0.0010000000474974513 -- 136th test, time elapsed 3.1227338314056396 -- emperical power so far: 1.0
tensor(0.0022, device='cuda:1')
pval: 0.0010000000474974513 -- 137th test, time elapsed 3.1190357208251953 -- emperical power so far: 1.0
tensor(0.0037, device='cuda:1')
pval: 0.0010000000474974513 -- 138th test, time elapsed 3.150104522705078 -- emperical power so far: 1.0
tensor(0.0026, device='cuda:1')
pval: 0.0010000000474974513 -- 139th test, time elapsed 3.1555237770080566 -- emperical power so far: 1.0
tensor(0.0008, device='cuda:1')
pval: 0.006000000052154064 -- 140th test, time elapsed 3.139859676361084 -- emperical power so far: 1.0
tensor(0.0016, device='cuda:1')
pval: 0.0010000000474974513 -- 141th test, time elapsed 3.1473913192749023 -- emperical power so far: 1.0
tensor(0.0034, device='cuda:1')
pval: 0.0010000000474974513 -- 142th test, time elapsed 3.166755437850952 -- emperical power so far: 1.0
tensor(0.0026, device='cuda:1')
pval: 0.0010000000474974513 -- 143th test, time elapsed 3.1769771575927734 -- emperical power so far: 1.0
tensor(0.0050, device='cuda:1')
pval: 0.0010000000474974513 -- 144th test, time elapsed 3.1177585124969482 -- emperical power so far: 1.0
tensor(0.0023, device='cuda:1')
pval: 0.0010000000474974513 -- 145th test, time elapsed 3.1221866607666016 -- emperical power so far: 1.0
tensor(0.0012, device='cuda:1')
pval: 0.0010000000474974513 -- 146th test, time elapsed 3.120584487915039 -- emperical power so far: 1.0
tensor(0.0011, device='cuda:1')
pval: 0.0020000000949949026 -- 147th test, time elapsed 3.1398181915283203 -- emperical power so far: 1.0
tensor(0.0032, device='cuda:1')
pval: 0.0010000000474974513 -- 148th test, time elapsed 3.1033902168273926 -- emperical power so far: 1.0
tensor(0.0012, device='cuda:1')
pval: 0.004000000189989805 -- 149th test, time elapsed 3.144548177719116 -- emperical power so far: 1.0
tensor(0.0018, device='cuda:1')
pval: 0.0010000000474974513 -- 150th test, time elapsed 3.131671667098999 -- emperical power so far: 1.0
tensor(0.0020, device='cuda:1')
pval: 0.0010000000474974513 -- 151th test, time elapsed 3.123539686203003 -- emperical power so far: 1.0
tensor(0.0016, device='cuda:1')
pval: 0.0010000000474974513 -- 152th test, time elapsed 3.1282875537872314 -- emperical power so far: 1.0
tensor(0.0015, device='cuda:1')
pval: 0.0020000000949949026 -- 153th test, time elapsed 3.120429039001465 -- emperical power so far: 1.0
tensor(0.0016, device='cuda:1')
pval: 0.0010000000474974513 -- 154th test, time elapsed 3.147885322570801 -- emperical power so far: 1.0
tensor(0.0031, device='cuda:1')
pval: 0.0010000000474974513 -- 155th test, time elapsed 3.1617631912231445 -- emperical power so far: 1.0
tensor(0.0027, device='cuda:1')
